# Time-averaged data for fix calcRDF
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
50000 100
75 2.235 1.10686 29.0507
76 2.265 1.08487 30.3451
77 2.295 1.0829 31.6716
78 2.325 1.05005 32.9917
79 2.355 1.03561 34.3274
80 2.385 1.01691 35.6727
81 2.415 1.00583 37.037
82 2.445 0.982908 38.4035
83 2.475 0.975159 39.7928
84 2.505 0.970306 41.2088
85 2.535 0.960403 42.6442
86 2.565 0.955963 44.1069
87 2.595 0.95294 45.5993
88 2.625 0.956193 47.1317
89 2.655 0.950334 48.6896
90 2.685 0.960995 50.3009
91 2.715 0.958284 51.9437
92 2.745 0.966031 53.6366
93 2.775 0.97647 55.3853
94 2.805 0.979675 57.178
95 2.835 0.981338 59.0123
96 2.865 0.990083 60.9024
97 2.895 1.00036 62.8522
98 2.925 1.00789 64.8577
99 2.955 1.00633 66.9013
100 2.985 1.01585 69.0064
550000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0.000117627 2e-05
30 0.885 0.000548941 0.00012
31 0.915 0.0202334 0.00406
32 0.945 0.157724 0.03682
33 0.975 0.582179 0.16554
34 1.005 1.19848 0.44708
35 1.035 1.79403 0.89406
36 1.065 2.13351 1.45688
37 1.095 2.23524 2.08022
38 1.125 2.18006 2.72194
39 1.155 2.04592 3.35672
40 1.185 1.85032 3.96102
41 1.215 1.69157 4.5418
42 1.245 1.51328 5.08734
43 1.275 1.35981 5.60146
44 1.305 1.23641 6.09118
45 1.335 1.1282 6.55882
46 1.365 1.05649 7.01664
47 1.395 0.982376 7.46126
48 1.425 0.936114 7.90336
49 1.455 0.888771 8.34096
50 1.485 0.853654 8.77878
51 1.515 0.830934 9.22234
52 1.545 0.797935 9.66532
53 1.575 0.787345 10.1196
54 1.605 0.779218 10.5864
55 1.635 0.78936 11.0772
56 1.665 0.785337 11.5835
57 1.695 0.799 12.1174
58 1.725 0.80535 12.6747
59 1.755 0.821525 13.2632
60 1.785 0.851658 13.8943
61 1.815 0.876365 14.5657
62 1.845 0.899204 15.2776
63 1.875 0.929905 16.0379
64 1.905 0.962008 16.8499
65 1.935 0.996099 17.7173
66 1.965 1.02754 18.64
67 1.995 1.05337 19.615
68 2.025 1.08694 20.6516
69 2.055 1.09501 21.7271
70 2.085 1.1133 22.8527
71 2.115 1.13184 24.0302
72 2.145 1.12906 25.2383
73 2.175 1.13358 26.4855
74 2.205 1.12174 27.7539
75 2.235 1.10677 29.0397
76 2.265 1.09044 30.3407
77 2.295 1.07673 31.6597
78 2.325 1.05385 32.9846
79 2.355 1.04537 34.3329
80 2.385 1.0188 35.6807
81 2.415 1.00073 37.0381
82 2.445 0.988691 38.4127
83 2.475 0.980718 39.8098
84 2.505 0.966661 41.2205
85 2.535 0.956844 42.6506
86 2.565 0.958734 44.1176
87 2.595 0.956566 45.6157
88 2.625 0.953747 47.1441
89 2.655 0.952201 48.7051
90 2.685 0.953408 50.3036
91 2.715 0.955718 51.942
92 2.745 0.963029 53.6296
93 2.775 0.973633 55.3733
94 2.805 0.974844 57.1572
95 2.835 0.978278 58.9858
96 2.865 0.991906 60.8793
97 2.895 1.00111 62.8306
98 2.925 1.00585 64.832
99 2.955 1.01973 66.9029
100 2.985 1.00718 68.99
600000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000219576 4e-05
31 0.915 0.0196172 0.00386
32 0.945 0.163116 0.03774
33 0.975 0.573495 0.16454
34 1.005 1.17949 0.44162
35 1.035 1.77814 0.88464
36 1.065 2.12191 1.4444
37 1.095 2.26127 2.075
38 1.125 2.18808 2.71908
39 1.155 2.03419 3.35022
40 1.185 1.85608 3.9564
41 1.215 1.68237 4.53402
42 1.245 1.51417 5.07988
43 1.275 1.35526 5.59228
44 1.305 1.23429 6.08116
45 1.335 1.13727 6.55256
46 1.365 1.05778 7.01094
47 1.395 0.974245 7.45188
48 1.425 0.938612 7.89516
49 1.455 0.880322 8.3286
50 1.485 0.857748 8.76852
51 1.515 0.829211 9.21116
52 1.545 0.805608 9.6584
53 1.575 0.79979 10.1198
54 1.605 0.784526 10.5898
55 1.635 0.78579 11.0784
56 1.665 0.78667 11.5856
57 1.695 0.797473 12.1184
58 1.725 0.810177 12.6791
59 1.755 0.827612 13.272
60 1.785 0.849067 13.9011
61 1.815 0.868821 14.5668
62 1.845 0.895011 15.2753
63 1.875 0.942086 16.0456
64 1.905 0.96343 16.8588
65 1.935 0.991598 17.7222
66 1.965 1.02209 18.6401
67 1.995 1.05532 19.6169
68 2.025 1.07881 20.6458
69 2.055 1.11046 21.7364
70 2.085 1.12329 22.8721
71 2.115 1.13156 24.0493
72 2.145 1.13792 25.2669
73 2.175 1.13019 26.5104
74 2.205 1.11994 27.7767
75 2.235 1.10474 29.0602
76 2.265 1.08736 30.3575
77 2.295 1.06805 31.6658
78 2.325 1.05003 32.9859
79 2.355 1.03629 34.3225
80 2.385 1.01755 35.6687
81 2.415 1.00766 37.0354
82 2.445 0.989051 38.4105
83 2.475 0.976226 39.8013
84 2.505 0.969155 41.2156
85 2.535 0.962732 42.6545
86 2.565 0.963009 44.128
87 2.595 0.958954 45.6298
88 2.625 0.955657 47.1613
89 2.655 0.956996 48.7302
90 2.685 0.951416 50.3254
91 2.715 0.960034 51.9712
92 2.745 0.961169 53.6555
93 2.775 0.966508 55.3865
94 2.805 0.981555 57.1826
95 2.835 0.985126 59.024
96 2.865 0.986091 60.9064
97 2.895 0.996728 62.8492
98 2.925 1.00278 64.8445
99 2.955 1.01279 66.9012
100 2.985 1.01846 69.0117
650000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000329365 6e-05
31 0.915 0.0181793 0.0036
32 0.945 0.154065 0.0356
33 0.975 0.571776 0.16202
34 1.005 1.22274 0.44926
35 1.035 1.75847 0.88738
36 1.065 2.14079 1.45212
37 1.095 2.25811 2.08184
38 1.125 2.20377 2.73054
39 1.155 2.02291 3.35818
40 1.185 1.82092 3.95288
41 1.215 1.66769 4.52546
42 1.245 1.50091 5.06654
43 1.275 1.37166 5.58514
44 1.305 1.23974 6.07618
45 1.335 1.13297 6.5458
46 1.365 1.05746 7.00404
47 1.395 0.991656 7.45286
48 1.425 0.938062 7.89588
49 1.455 0.881622 8.32996
50 1.485 0.853849 8.76788
51 1.515 0.829024 9.21042
52 1.545 0.803086 9.65626
53 1.575 0.797987 10.1166
54 1.605 0.781589 10.5849
55 1.635 0.783892 11.0723
56 1.665 0.783506 11.5774
57 1.695 0.799658 12.1117
58 1.725 0.807113 12.6703
59 1.755 0.829035 13.2642
60 1.785 0.849445 13.8936
61 1.815 0.878897 14.567
62 1.845 0.899962 15.2795
63 1.875 0.938784 16.047
64 1.905 0.960824 16.858
65 1.935 0.994928 17.7244
66 1.965 1.02249 18.6426
67 1.995 1.05553 19.6196
68 2.025 1.07965 20.6492
69 2.055 1.09902 21.7286
70 2.085 1.11895 22.8599
71 2.115 1.12531 24.0306
72 2.145 1.13657 25.2468
73 2.175 1.12605 26.4857
74 2.205 1.11695 27.7487
75 2.235 1.10166 29.0286
76 2.265 1.07921 30.3162
77 2.295 1.07151 31.6287
78 2.325 1.04952 32.9482
79 2.355 1.03278 34.2803
80 2.385 1.02902 35.6416
81 2.415 1.00275 37.0017
82 2.445 0.996632 38.3873
83 2.475 0.980901 39.7848
84 2.505 0.969881 41.2002
85 2.535 0.972568 42.6537
86 2.565 0.958473 44.1203
87 2.595 0.961496 45.6261
88 2.625 0.959126 47.1632
89 2.655 0.95436 48.7277
90 2.685 0.958275 50.3344
91 2.715 0.957036 51.9751
92 2.745 0.960051 53.6575
93 2.775 0.965258 55.3862
94 2.805 0.973674 57.1678
95 2.835 0.983553 59.0063
96 2.865 0.993037 60.902
97 2.895 0.995404 62.8422
98 2.925 1.00315 64.8382
99 2.955 1.00711 66.8834
100 2.985 1.01281 68.9822
700000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000878306 0.00016
31 0.915 0.0190009 0.00386
32 0.945 0.158687 0.03682
33 0.975 0.56463 0.16166
34 1.005 1.20384 0.44446
35 1.035 1.79018 0.89048
36 1.065 2.15383 1.45866
37 1.095 2.24951 2.08598
38 1.125 2.17225 2.7254
39 1.155 2.03296 3.35616
40 1.185 1.85387 3.96162
41 1.215 1.67823 4.53782
42 1.245 1.50114 5.07898
43 1.275 1.36023 5.59326
44 1.305 1.24388 6.08594
45 1.335 1.14291 6.55968
46 1.365 1.04292 7.01162
47 1.395 0.987413 7.45852
48 1.425 0.934293 7.89976
49 1.455 0.883775 8.3349
50 1.485 0.856344 8.7741
51 1.515 0.833632 9.2191
52 1.545 0.805356 9.6662
53 1.575 0.791505 10.1228
54 1.605 0.787397 10.5946
55 1.635 0.778905 11.0788
56 1.665 0.783351 11.5839
57 1.695 0.79457 12.1148
58 1.725 0.813413 12.6777
59 1.755 0.824484 13.2683
60 1.785 0.856085 13.9027
61 1.815 0.867045 14.567
62 1.845 0.902312 15.2813
63 1.875 0.933867 16.0449
64 1.905 0.961961 16.8568
65 1.935 0.990817 17.7196
66 1.965 1.02629 18.6412
67 1.995 1.05327 19.6162
68 2.025 1.08097 20.6471
69 2.055 1.10169 21.7291
70 2.085 1.12006 22.8615
71 2.115 1.13304 24.0402
72 2.145 1.1325 25.2521
73 2.175 1.13292 26.4985
74 2.205 1.12082 27.7659
75 2.235 1.10101 29.045
76 2.265 1.0919 30.3478
77 2.295 1.07298 31.6621
78 2.325 1.05132 32.9838
79 2.355 1.04302 34.3291
80 2.385 1.02689 35.6876
81 2.415 1.00309 37.0482
82 2.445 0.989367 38.4237
83 2.475 0.973867 39.8111
84 2.505 0.972115 41.2298
85 2.535 0.962545 42.6683
86 2.565 0.955088 44.1297
87 2.595 0.958265 45.6305
88 2.625 0.954708 47.1605
89 2.655 0.952201 48.7215
90 2.685 0.954171 50.3213
91 2.715 0.961668 51.9699
92 2.745 0.96554 53.6619
93 2.775 0.971601 55.402
94 2.805 0.977849 57.1913
95 2.835 0.981263 59.0255
96 2.865 0.988302 60.9121
97 2.895 0.996594 62.8546
98 2.925 0.998701 64.8418
99 2.955 1.01155 66.896
100 2.985 1.01547 69.0003
750000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000548941 0.0001
31 0.915 0.015098 0.00304
32 0.945 0.152909 0.0348
33 0.975 0.565625 0.15986
34 1.005 1.20393 0.44268
35 1.035 1.79468 0.88982
36 1.065 2.13943 1.4542
37 1.095 2.23674 2.07796
38 1.125 2.16341 2.71478
39 1.155 2.05733 3.3531
40 1.185 1.87641 3.96592
41 1.215 1.68639 4.54492
42 1.245 1.50602 5.08784
43 1.275 1.37166 5.60644
44 1.305 1.23206 6.09444
45 1.335 1.14354 6.56844
46 1.365 1.04048 7.01932
47 1.395 0.982464 7.46398
48 1.425 0.922816 7.8998
49 1.455 0.88284 8.33448
50 1.485 0.845855 8.7683
51 1.515 0.817147 9.2045
52 1.545 0.799124 9.64814
53 1.575 0.794417 10.1065
54 1.605 0.783158 10.5757
55 1.635 0.790518 11.0671
56 1.665 0.786019 11.5739
57 1.695 0.801424 12.1094
58 1.725 0.808183 12.6687
59 1.755 0.833503 13.2658
60 1.785 0.844506 13.8916
61 1.815 0.869317 14.5576
62 1.845 0.905773 15.2747
63 1.875 0.9335 16.0379
64 1.905 0.966487 16.8537
65 1.935 0.993068 17.7184
66 1.965 1.01944 18.6339
67 1.995 1.06651 19.6211
68 2.025 1.08149 20.6525
69 2.055 1.10631 21.739
70 2.085 1.12186 22.8733
71 2.115 1.13479 24.0538
72 2.145 1.12829 25.2612
73 2.175 1.13276 26.5074
74 2.205 1.11709 27.7706
75 2.235 1.10304 29.052
76 2.265 1.08731 30.3493
77 2.295 1.06888 31.6587
78 2.325 1.05773 32.9884
79 2.355 1.03102 34.3183
80 2.385 1.02033 35.6681
81 2.415 0.991747 37.0133
82 2.445 0.991985 38.3924
83 2.475 0.98194 39.7913
84 2.505 0.969758 41.2066
85 2.535 0.966171 42.6505
86 2.565 0.952578 44.1081
87 2.595 0.946388 45.5903
88 2.625 0.954433 47.1198
89 2.655 0.959862 48.6934
90 2.685 0.951368 50.2885
91 2.715 0.952008 51.9205
92 2.745 0.966248 53.6138
93 2.775 0.976403 55.3624
94 2.805 0.979926 57.1555
95 2.835 0.990808 59.0076
96 2.865 0.98979 60.897
97 2.895 0.997241 62.8408
98 2.925 1.00578 64.8421
99 2.955 1.00925 66.8917
100 2.985 1.01858 69.0024
800000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000878306 0.00016
31 0.915 0.0178711 0.00364
32 0.945 0.153872 0.0356
33 0.975 0.586159 0.1652
34 1.005 1.19107 0.445
35 1.035 1.8068 0.89516
36 1.065 2.13465 1.45828
37 1.095 2.23 2.08016
38 1.125 2.18366 2.72294
39 1.155 2.03406 3.35404
40 1.185 1.84236 3.95574
41 1.215 1.64864 4.52178
42 1.245 1.52394 5.07116
43 1.275 1.35886 5.58492
44 1.305 1.24661 6.07868
45 1.335 1.15377 6.55692
46 1.365 1.05944 7.01602
47 1.395 0.99687 7.4672
48 1.425 0.93154 7.90714
49 1.455 0.877397 8.33914
50 1.485 0.848077 8.7741
51 1.515 0.828949 9.2166
52 1.545 0.813066 9.66798
53 1.575 0.792163 10.125
54 1.605 0.781822 10.5934
55 1.635 0.783055 11.0802
56 1.665 0.782204 11.5846
57 1.695 0.792175 12.1139
58 1.725 0.805322 12.6712
59 1.755 0.81918 13.258
60 1.785 0.846125 13.885
61 1.815 0.878923 14.5584
62 1.845 0.910876 15.2795
63 1.875 0.931226 16.0409
64 1.905 0.960279 16.8514
65 1.935 0.993412 17.7164
66 1.965 1.01854 18.6311
67 1.995 1.05549 19.6081
68 2.025 1.08103 20.6391
69 2.055 1.10456 21.7239
70 2.085 1.11963 22.8559
71 2.115 1.13482 24.0365
72 2.145 1.13491 25.2509
73 2.175 1.127 26.4908
74 2.205 1.11548 27.7522
75 2.235 1.10808 29.0395
76 2.265 1.08682 30.3362
77 2.295 1.0728 31.6503
78 2.325 1.05016 32.9705
79 2.355 1.03195 34.3016
80 2.385 1.025 35.6576
81 2.415 1.00191 37.0165
82 2.445 0.991784 38.3954
83 2.475 0.976787 39.787
84 2.505 0.96836 41.2002
85 2.535 0.968232 42.6472
86 2.565 0.959715 44.1157
87 2.595 0.956745 45.6141
88 2.625 0.955594 47.1455
89 2.655 0.954763 48.7107
90 2.685 0.95367 50.3097
91 2.715 0.958121 51.9522
92 2.745 0.967263 53.6472
93 2.775 0.968396 55.3815
94 2.805 0.980057 57.1749
95 2.835 0.981702 59.0099
96 2.865 0.990481 60.9007
97 2.895 1.00045 62.8507
98 2.925 1.00555 64.8515
99 2.955 1.01056 66.9038
100 2.985 1.01835 69.014
850000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000548941 0.0001
31 0.915 0.0186928 0.00374
32 0.945 0.162442 0.03748
33 0.975 0.568972 0.16328
34 1.005 1.19711 0.4445
35 1.035 1.7889 0.8902
36 1.065 2.14845 1.45696
37 1.095 2.25654 2.08624
38 1.125 2.17646 2.7269
39 1.155 2.03554 3.35846
40 1.185 1.8562 3.96468
41 1.215 1.67724 4.54054
42 1.245 1.49104 5.07806
43 1.275 1.35367 5.58986
44 1.305 1.25055 6.08518
45 1.335 1.13114 6.55404
46 1.365 1.05441 7.01096
47 1.395 0.991832 7.45986
48 1.425 0.942847 7.90514
49 1.455 0.876382 8.33664
50 1.485 0.847453 8.77128
51 1.515 0.832958 9.21592
52 1.545 0.800853 9.66052
53 1.575 0.791435 10.1171
54 1.605 0.786229 10.5882
55 1.635 0.787495 11.0778
56 1.665 0.783755 11.5831
57 1.695 0.793852 12.1135
58 1.725 0.81324 12.6763
59 1.755 0.825573 13.2677
60 1.785 0.846665 13.8951
61 1.815 0.875216 14.5656
62 1.845 0.906909 15.2836
63 1.875 0.929905 16.0439
64 1.905 0.956321 16.8511
65 1.935 0.992999 17.7158
66 1.965 1.0281 18.639
67 1.995 1.05339 19.6141
68 2.025 1.08034 20.6444
69 2.055 1.11107 21.7356
70 2.085 1.11369 22.8616
71 2.115 1.13429 24.0416
72 2.145 1.14175 25.2634
73 2.175 1.12385 26.4998
74 2.205 1.1187 27.7648
75 2.235 1.10727 29.0512
76 2.265 1.08764 30.3489
77 2.295 1.06462 31.653
78 2.325 1.04804 32.9706
79 2.355 1.04147 34.3139
80 2.385 1.01791 35.6605
81 2.415 1.00025 37.0172
82 2.445 0.993913 38.3991
83 2.475 0.98281 39.7992
84 2.505 0.970813 41.216
85 2.535 0.96229 42.6542
86 2.565 0.961885 44.126
87 2.595 0.956579 45.6241
88 2.625 0.952012 47.1497
89 2.655 0.952299 48.7109
90 2.685 0.957941 50.317
91 2.715 0.958844 51.9608
92 2.745 0.959765 53.6427
93 2.775 0.973544 55.3862
94 2.805 0.972811 57.1663
95 2.835 0.979102 58.9965
96 2.865 0.99002 60.8864
97 2.895 0.995989 62.8277
98 2.925 1.00013 64.8177
99 2.955 1.01191 66.8727
100 2.985 1.01676 68.9797
900000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000439153 8e-05
31 0.915 0.0183847 0.00366
32 0.945 0.152909 0.03542
33 0.975 0.566892 0.16076
34 1.005 1.20061 0.4428
35 1.035 1.78825 0.88834
36 1.065 2.13768 1.45226
37 1.095 2.24499 2.07832
38 1.125 2.19725 2.7251
39 1.155 2.02484 3.35334
40 1.185 1.83636 3.95308
41 1.215 1.67876 4.52946
42 1.245 1.50519 5.07208
43 1.275 1.36547 5.58834
44 1.305 1.23131 6.07604
45 1.335 1.1321 6.5453
46 1.365 1.05114 7.0008
47 1.395 0.985513 7.44684
48 1.425 0.934504 7.88818
49 1.455 0.896651 8.32966
50 1.485 0.854161 8.76774
51 1.515 0.838016 9.21508
52 1.545 0.811985 9.66586
53 1.575 0.793307 10.1235
54 1.605 0.778184 10.5898
55 1.635 0.788653 11.0801
56 1.665 0.785213 11.5863
57 1.695 0.798102 12.1196
58 1.725 0.812691 12.682
59 1.755 0.825127 13.2731
60 1.785 0.845046 13.8993
61 1.815 0.878062 14.572
62 1.845 0.905469 15.2889
63 1.875 0.923741 16.0441
64 1.905 0.954686 16.8499
65 1.935 0.999981 17.7207
66 1.965 1.02309 18.6394
67 1.995 1.04922 19.6106
68 2.025 1.07671 20.6375
69 2.055 1.10075 21.7186
70 2.085 1.11967 22.8506
71 2.115 1.1314 24.0276
72 2.145 1.13809 25.2454
73 2.175 1.12387 26.4819
74 2.205 1.12043 27.7489
75 2.235 1.1072 29.0351
76 2.265 1.09453 30.3411
77 2.295 1.06834 31.6497
78 2.325 1.05671 32.9782
79 2.355 1.03629 34.3148
80 2.385 1.02358 35.6689
81 2.415 1.00466 37.0317
82 2.445 0.999365 38.4211
83 2.475 0.979497 39.8165
84 2.505 0.968127 41.2294
85 2.535 0.957232 42.66
86 2.565 0.959414 44.128
87 2.595 0.958086 45.6285
88 2.625 0.95844 47.1644
89 2.655 0.950456 48.7226
90 2.685 0.955627 50.3248
91 2.715 0.962671 51.9751
92 2.745 0.960712 53.6587
93 2.775 0.9715 55.3986
94 2.805 0.973543 57.18
95 2.835 0.984024 59.0194
96 2.865 0.983105 60.8961
97 2.895 0.995701 62.8369
98 2.925 1.00616 64.8389
99 2.955 1.01339 66.8969
100 2.985 1.01591 69.0021
950000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000109788 2e-05
31 0.915 0.0183847 0.0036
32 0.945 0.15522 0.03584
33 0.975 0.573133 0.16256
34 1.005 1.20725 0.44616
35 1.035 1.79355 0.89302
36 1.065 2.13473 1.45616
37 1.095 2.25783 2.0858
38 1.125 2.15343 2.71968
39 1.155 2.03399 3.35076
40 1.185 1.83452 3.9499
41 1.215 1.67386 4.5246
42 1.245 1.51417 5.07046
43 1.275 1.36674 5.5872
44 1.305 1.24312 6.07958
45 1.335 1.14779 6.55534
46 1.365 1.06217 7.01562
47 1.395 0.993688 7.46536
48 1.425 0.926712 7.90302
49 1.455 0.892833 8.34262
50 1.485 0.853732 8.78048
51 1.515 0.818121 9.2172
52 1.545 0.80604 9.66468
53 1.575 0.793931 10.1227
54 1.605 0.785261 10.5932
55 1.635 0.783152 11.0801
56 1.665 0.784127 11.5856
57 1.695 0.782837 12.1087
58 1.725 0.817835 12.6747
59 1.755 0.826606 13.2668
60 1.785 0.842995 13.8915
61 1.815 0.874929 14.5618
62 1.845 0.904333 15.2778
63 1.875 0.929489 16.0377
64 1.905 0.962127 16.8498
65 1.935 0.982755 17.7056
66 1.965 1.02155 18.6229
67 1.995 1.05979 19.6039
68 2.025 1.0861 20.6397
69 2.055 1.09796 21.7181
70 2.085 1.12518 22.8557
71 2.115 1.13479 24.0362
72 2.145 1.13239 25.2479
73 2.175 1.1245 26.4851
74 2.205 1.12199 27.7538
75 2.235 1.10571 29.0384
76 2.265 1.0861 30.3342
77 2.295 1.07498 31.651
78 2.325 1.05698 32.9798
79 2.355 1.03112 34.3098
80 2.385 1.01487 35.6524
81 2.415 1.01087 37.0235
82 2.445 0.988921 38.3984
83 2.475 0.986362 39.8036
84 2.505 0.973938 41.225
85 2.535 0.966987 42.6702
86 2.565 0.954016 44.1299
87 2.595 0.952071 45.621
88 2.625 0.948106 47.1404
89 2.655 0.954324 48.7049
90 2.685 0.955197 50.3064
91 2.715 0.963919 51.9589
92 2.745 0.952906 53.6287
93 2.775 0.971143 55.368
94 2.805 0.972406 57.1473
95 2.835 0.981274 58.9815
96 2.865 0.990743 60.8728
97 2.895 0.99841 62.8189
98 2.925 1.00889 64.8264
99 2.955 1.00868 66.8748
100 2.985 1.02282 68.9943
1000000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000548941 0.0001
31 0.915 0.0176657 0.00354
32 0.945 0.157435 0.03624
33 0.975 0.57449 0.16326
34 1.005 1.20248 0.44574
35 1.035 1.78424 0.89028
36 1.065 2.16467 1.46132
37 1.095 2.24406 2.08712
38 1.125 2.17136 2.72628
39 1.155 2.04005 3.35924
40 1.185 1.84946 3.96326
41 1.215 1.6561 4.53186
42 1.245 1.51517 5.07808
43 1.275 1.36277 5.59332
44 1.305 1.22944 6.08028
45 1.335 1.14639 6.55546
46 1.365 1.06254 7.0159
47 1.395 0.992451 7.46508
48 1.425 0.941661 7.9098
49 1.455 0.893726 8.34984
50 1.485 0.844178 8.7828
51 1.515 0.826888 9.2242
