# Time-averaged data for fix calcRDF
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
50000 100
33 0.975 0.572952 0.16416
34 1.005 1.20665 0.44762
35 1.035 1.79596 0.89508
36 1.065 2.14322 1.46046
37 1.095 2.23316 2.08322
38 1.125 2.17626 2.72382
39 1.155 2.0425 3.35754
40 1.185 1.84193 3.9591
41 1.215 1.68295 4.53692
42 1.245 1.51761 5.08402
43 1.275 1.36859 5.60146
44 1.305 1.22399 6.08626
45 1.335 1.13071 6.55494
46 1.365 1.05478 7.01202
47 1.395 0.997003 7.46326
48 1.425 0.929973 7.90246
49 1.455 0.88938 8.34036
50 1.485 0.857787 8.7803
51 1.515 0.821043 9.21858
52 1.545 0.80478 9.66536
53 1.575 0.797121 10.1252
54 1.605 0.783324 10.5945
55 1.635 0.782959 11.0813
56 1.665 0.787074 11.5888
57 1.695 0.801005 12.124
58 1.725 0.807027 12.6825
59 1.755 0.828952 13.2763
60 1.785 0.848932 13.9054
61 1.815 0.87412 14.5751
62 1.845 0.899507 15.2872
63 1.875 0.929538 16.0472
64 1.905 0.959852 16.8573
65 1.935 0.989577 17.7191
66 1.965 1.02251 18.6373
67 1.995 1.06057 19.619
68 2.025 1.08743 20.656
69 2.055 1.10374 21.7401
70 2.085 1.1296 22.8821
71 2.115 1.13342 24.0613
72 2.145 1.12383 25.2638
73 2.175 1.11572 26.4914
74 2.205 1.11776 27.7553
75 2.235 1.10378 29.0376
76 2.265 1.09448 30.3434
77 2.295 1.07342 31.6583
78 2.325 1.04986 32.9782
79 2.355 1.03796 34.317
80 2.385 1.01415 35.6586
81 2.415 1.01462 37.0348
82 2.445 0.992388 38.4145
83 2.475 0.980887 39.8119
84 2.505 0.972458 41.2311
85 2.535 0.95956 42.6652
86 2.565 0.963584 44.1396
87 2.595 0.958303 45.6404
88 2.625 0.955969 47.1724
89 2.655 0.953531 48.7356
90 2.685 0.953981 50.3351
91 2.715 0.957619 51.9768
92 2.745 0.964832 53.6675
93 2.775 0.965582 55.3968
94 2.805 0.976767 57.1842
95 2.835 0.979787 59.0156
96 2.865 0.996254 60.9174
97 2.895 0.991525 62.85
98 2.925 1.00166 64.8431
99 2.955 1.00957 66.8933
100 2.985 1.0127 68.9919
150000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.00109788 0.0002
31 0.915 0.0196172 0.00402
32 0.945 0.159361 0.03712
33 0.975 0.56852 0.16282
34 1.005 1.17992 0.44
35 1.035 1.78344 0.88434
36 1.065 2.15239 1.45214
37 1.095 2.26514 2.08382
38 1.125 2.18237 2.72622
39 1.155 2.02542 3.35464
40 1.185 1.8502 3.9589
41 1.215 1.65703 4.52782
42 1.245 1.51284 5.0732
43 1.275 1.36214 5.5882
44 1.305 1.2411 6.07978
45 1.335 1.14272 6.55344
46 1.365 1.05557 7.01086
47 1.395 0.985513 7.4569
48 1.425 0.942508 7.90202
49 1.455 0.881337 8.33596
50 1.485 0.853225 8.77356
51 1.515 0.817409 9.2099
52 1.545 0.807049 9.65794
53 1.575 0.801801 10.1205
54 1.605 0.786262 10.5916
55 1.635 0.787012 11.0809
56 1.665 0.783227 11.5859
57 1.695 0.795378 12.1173
58 1.725 0.801565 12.672
59 1.755 0.826355 13.264
60 1.785 0.845694 13.8907
61 1.815 0.873702 14.56
62 1.845 0.897966 15.2709
63 1.875 0.930932 16.0321
64 1.905 0.96234 16.8443
65 1.935 0.992516 17.7086
66 1.965 1.02197 18.6263
67 1.995 1.05601 19.6038
68 2.025 1.07918 20.633
69 2.055 1.10659 21.7199
70 2.085 1.12691 22.8592
71 2.115 1.12494 24.0295
72 2.145 1.1282 25.2368
73 2.175 1.13252 26.4828
74 2.205 1.12011 27.7493
75 2.235 1.11685 29.0468
76 2.265 1.08665 30.3433
77 2.295 1.07249 31.6571
78 2.325 1.05547 32.984
79 2.355 1.03968 34.325
80 2.385 1.01905 35.6731
81 2.415 1.00258 37.033
82 2.445 0.988375 38.4072
83 2.475 0.979511 39.8026
84 2.505 0.966291 41.2128
85 2.535 0.9594 42.6466
86 2.565 0.964825 44.1229
87 2.595 0.95133 45.6128
88 2.625 0.953385 47.1407
89 2.655 0.955117 48.7065
90 2.685 0.955579 50.3086
91 2.715 0.959976 51.9543
92 2.745 0.961192 53.6387
93 2.775 0.971791 55.3791
94 2.805 0.974264 57.1619
95 2.835 0.984495 59.0021
96 2.865 0.985515 60.8834
97 2.895 0.999252 62.8311
98 2.925 1.00537 64.8316
99 2.955 1.01272 66.8882
100 2.985 1.01424 68.9899
200000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000329365 6e-05
31 0.915 0.0172549 0.00342
32 0.945 0.155702 0.03576
33 0.975 0.567887 0.16132
34 1.005 1.19269 0.4415
35 1.035 1.80214 0.8905
36 1.065 2.1389 1.45474
37 1.095 2.23603 2.0783
38 1.125 2.18597 2.72176
39 1.155 2.02858 3.35116
40 1.185 1.85081 3.95562
41 1.215 1.6695 4.52882
42 1.245 1.51489 5.07494
43 1.275 1.36203 5.5899
44 1.305 1.2405 6.08124
45 1.335 1.15078 6.55824
46 1.365 1.05548 7.01562
47 1.395 0.98706 7.46236
48 1.425 0.927771 7.90052
49 1.455 0.886984 8.33724
50 1.485 0.852211 8.77432
51 1.515 0.828387 9.21652
52 1.545 0.798259 9.65968
53 1.575 0.786131 10.1132
54 1.605 0.790802 10.587
55 1.635 0.778809 11.0712
56 1.665 0.794426 11.5834
57 1.695 0.797324 12.1162
58 1.725 0.814801 12.68
59 1.755 0.827556 13.2728
60 1.785 0.83595 13.8923
61 1.815 0.869969 14.5588
62 1.845 0.897158 15.2691
63 1.875 0.933549 16.0324
64 1.905 0.959425 16.8421
65 1.935 0.997707 17.7109
66 1.965 1.02768 18.6338
67 1.995 1.05333 19.6088
68 2.025 1.08061 20.6394
69 2.055 1.09081 21.7107
70 2.085 1.12301 22.8461
71 2.115 1.1244 24.0159
72 2.145 1.13801 25.2336
73 2.175 1.14039 26.4883
74 2.205 1.11819 27.7527
75 2.235 1.10782 29.0397
76 2.265 1.09679 30.3483
77 2.295 1.07667 31.6671
78 2.325 1.05153 32.9891
79 2.355 1.03767 34.3275
80 2.385 1.02795 35.6874
81 2.415 0.998987 37.0424
82 2.445 0.990763 38.4199
83 2.475 0.981013 39.8175
84 2.505 0.964536 41.2251
85 2.535 0.967723 42.6714
86 2.565 0.948461 44.1226
87 2.595 0.954561 45.6176
88 2.625 0.950228 47.1404
89 2.655 0.956971 48.7092
90 2.685 0.948625 50.2997
91 2.715 0.958238 51.9424
92 2.745 0.962436 53.629
93 2.775 0.97064 55.3674
94 2.805 0.97421 57.15
95 2.835 0.98335 58.9881
96 2.865 0.984949 60.8683
97 2.895 1.00291 62.8232
98 2.925 1.00451 64.8219
99 2.955 1.01228 66.8776
100 2.985 1.0092 68.9689
250000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000109788 2e-05
31 0.915 0.0180765 0.00354
32 0.945 0.156761 0.0361
33 0.975 0.58245 0.16488
34 1.005 1.21125 0.44942
35 1.035 1.7852 0.8942
36 1.065 2.13298 1.45688
37 1.095 2.22419 2.07714
38 1.125 2.19813 2.72418
39 1.155 2.02903 3.35372
40 1.185 1.83568 3.95324
41 1.215 1.68307 4.5311
42 1.245 1.50108 5.07224
43 1.275 1.35394 5.58414
44 1.305 1.23393 6.07288
45 1.335 1.1323 6.54222
46 1.365 1.06097 7.00198
47 1.395 0.980476 7.44574
48 1.425 0.936029 7.8878
49 1.455 0.885765 8.32392
50 1.485 0.853147 8.76148
51 1.515 0.829698 9.20438
52 1.545 0.809427 9.65374
53 1.575 0.80343 10.1173
54 1.605 0.781355 10.5854
55 1.635 0.783055 11.0722
56 1.665 0.791975 11.5828
57 1.695 0.797593 12.1158
58 1.725 0.806767 12.6741
59 1.755 0.827472 13.2668
60 1.785 0.848716 13.8958
61 1.815 0.867724 14.5606
62 1.845 0.907162 15.2787
63 1.875 0.922884 16.0333
64 1.905 0.963643 16.8466
65 1.935 0.998924 17.7165
66 1.965 1.02819 18.6398
67 1.995 1.05584 19.6171
68 2.025 1.07895 20.6461
69 2.055 1.09963 21.7261
70 2.085 1.12178 22.8603
71 2.115 1.12519 24.0309
72 2.145 1.13399 25.2443
73 2.175 1.12329 26.4801
74 2.205 1.11721 27.7434
75 2.235 1.1017 29.0233
76 2.265 1.08804 30.3215
77 2.295 1.06906 31.631
78 2.325 1.05722 32.9602
79 2.355 1.02912 34.2876
80 2.385 1.01897 35.6356
81 2.415 1.00835 37.0033
82 2.445 0.991842 38.3822
83 2.475 0.982599 39.7821
84 2.505 0.972266 41.201
85 2.535 0.966559 42.6455
86 2.565 0.963728 44.1202
87 2.595 0.959733 45.6232
88 2.625 0.952112 47.149
89 2.655 0.961131 48.7247
90 2.685 0.951702 50.3203
91 2.715 0.951751 51.9519
92 2.745 0.967572 53.6475
93 2.775 0.971333 55.3871
94 2.805 0.977259 57.1753
95 2.835 0.982152 59.0112
96 2.865 0.991414 60.9038
97 2.895 0.992982 62.8392
98 2.925 0.99857 64.8262
99 2.955 1.0052 66.8675
100 2.985 1.00882 68.958
300000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000439153 8e-05
31 0.915 0.0202334 0.00402
32 0.945 0.153583 0.03592
33 0.975 0.564087 0.16064
34 1.005 1.20512 0.44374
35 1.035 1.78737 0.88906
36 1.065 2.13579 1.45248
37 1.095 2.2688 2.08518
38 1.125 2.17938 2.7267
39 1.155 2.03206 3.35718
40 1.185 1.8407 3.95834
41 1.215 1.67818 4.53452
42 1.245 1.50369 5.0766
43 1.275 1.35066 5.58726
44 1.305 1.23772 6.0775
45 1.335 1.15362 6.55568
46 1.365 1.04606 7.00898
47 1.395 0.987148 7.45576
48 1.425 0.937554 7.89854
49 1.455 0.888852 8.33618
50 1.485 0.842891 8.76848
51 1.515 0.826963 9.20992
52 1.545 0.807409 9.65816
53 1.575 0.792129 10.1152
54 1.605 0.787397 10.5869
55 1.635 0.78209 11.0731
56 1.665 0.79092 11.5831
57 1.695 0.79457 12.114
58 1.725 0.808847 12.6738
59 1.755 0.824317 13.2642
60 1.785 0.853817 13.8969
61 1.815 0.870256 14.5637
62 1.845 0.899053 15.2754
63 1.875 0.933598 16.0388
64 1.905 0.96497 16.8532
65 1.935 0.986499 17.7123
66 1.965 1.02612 18.6337
67 1.995 1.06288 19.6176
68 2.025 1.09204 20.659
69 2.055 1.10219 21.7415
70 2.085 1.12089 22.8748
71 2.115 1.12483 24.045
72 2.145 1.1347 25.2592
73 2.175 1.12874 26.501
74 2.205 1.12065 27.7682
75 2.235 1.09889 29.0448
76 2.265 1.09116 30.3467
77 2.295 1.06814 31.6552
78 2.325 1.04769 32.9723
79 2.355 1.03562 34.3081
80 2.385 1.0179 35.6547
81 2.415 1.00455 37.0172
82 2.445 0.996632 38.4028
83 2.475 0.975987 39.7933
84 2.505 0.977515 41.2198
85 2.535 0.959948 42.6545
86 2.565 0.953232 44.1131
87 2.595 0.955277 45.6091
88 2.625 0.961635 47.1502
89 2.655 0.953348 48.7131
90 2.685 0.952275 50.3097
91 2.715 0.960816 51.9569
92 2.745 0.96869 53.6544
93 2.775 0.970004 55.3916
94 2.805 0.975423 57.1765
95 2.835 0.984206 59.0162
96 2.865 0.98803 60.9023
97 2.895 0.99291 62.8376
98 2.925 0.997907 64.8232
99 2.955 1.0074 66.869
100 2.985 1.01447 68.9713
350000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000658729 0.00012
31 0.915 0.0166386 0.00336
32 0.945 0.147517 0.034
33 0.975 0.571414 0.16034
34 1.005 1.19533 0.44114
35 1.035 1.7783 0.8842
36 1.065 2.1599 1.45398
37 1.095 2.2518 2.08194
38 1.125 2.21009 2.7325
39 1.155 2.02671 3.36132
40 1.185 1.84113 3.96262
41 1.215 1.67305 4.53704
42 1.245 1.50973 5.0813
43 1.275 1.36087 5.59582
44 1.305 1.22712 6.08186
45 1.335 1.14431 6.55618
46 1.365 1.03798 7.00598
47 1.395 0.985778 7.45214
48 1.425 0.933446 7.89298
49 1.455 0.890436 8.3314
50 1.485 0.851899 8.76832
51 1.515 0.826551 9.20954
52 1.545 0.802942 9.6553
53 1.575 0.805406 10.12
54 1.605 0.785628 10.5906
55 1.635 0.787076 11.08
56 1.665 0.785088 11.5862
57 1.695 0.795378 12.1176
58 1.725 0.814858 12.6815
59 1.755 0.82186 13.2703
60 1.785 0.853062 13.9024
61 1.815 0.875138 14.5729
62 1.845 0.898522 15.2842
63 1.875 0.928217 16.0432
64 1.905 0.96016 16.8535
65 1.935 0.985741 17.7119
66 1.965 1.03128 18.638
67 1.995 1.04875 19.6088
68 2.025 1.08407 20.6426
69 2.055 1.10509 21.728
70 2.085 1.12111 22.8615
71 2.115 1.13134 24.0385
72 2.145 1.13427 25.2522
73 2.175 1.13129 26.4968
74 2.205 1.12109 27.7645
75 2.235 1.10808 29.0518
76 2.265 1.08724 30.349
77 2.295 1.06844 31.6578
78 2.325 1.04928 32.977
79 2.355 1.03469 34.3115
80 2.385 1.02142 35.6628
81 2.415 1.00581 37.0271
82 2.445 0.989223 38.4024
83 2.475 0.979609 39.798
84 2.505 0.972362 41.217
85 2.535 0.961889 42.6546
86 2.565 0.961767 44.1262
87 2.595 0.95105 45.6157
88 2.625 0.959738 47.1537
89 2.655 0.954568 48.7186
90 2.685 0.957416 50.3238
91 2.715 0.964199 51.9768
92 2.745 0.962173 53.6629
93 2.775 0.971534 55.4028
94 2.805 0.980626 57.1972
95 2.835 0.983756 59.0361
96 2.865 0.987401 60.921
97 2.895 0.99211 62.8548
98 2.925 1.0045 64.8535
99 2.955 1.01451 66.9137
100 2.985 1.00982 69.0063
400000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000439153 8e-05
31 0.915 0.0180765 0.0036
32 0.945 0.157724 0.03636
33 0.975 0.563907 0.16104
34 1.005 1.2029 0.44362
35 1.035 1.80094 0.89232
36 1.065 2.13526 1.4556
37 1.095 2.25797 2.08528
38 1.125 2.17782 2.72634
39 1.155 2.02877 3.3558
40 1.185 1.87377 3.96776
41 1.215 1.6674 4.54024
42 1.245 1.49021 5.07746
43 1.275 1.36288 5.59274
44 1.305 1.22797 6.07912
45 1.335 1.14286 6.55284
46 1.365 1.06184 7.01298
47 1.395 0.992186 7.46204
48 1.425 0.920953 7.89698
49 1.455 0.880931 8.33072
50 1.485 0.847882 8.76558
51 1.515 0.827637 9.20738
52 1.545 0.801681 9.65244
53 1.575 0.799582 10.1137
54 1.605 0.786563 10.585
55 1.635 0.790518 11.0765
56 1.665 0.784778 11.5824
57 1.695 0.790439 12.1106
58 1.725 0.801362 12.6652
59 1.755 0.828645 13.2588
60 1.785 0.855842 13.893
61 1.815 0.87506 14.5634
62 1.845 0.900366 15.2762
63 1.875 0.923863 16.0316
64 1.905 0.959994 16.8418
65 1.935 1.00575 17.7176
66 1.965 1.02643 18.6393
67 1.995 1.05361 19.6146
68 2.025 1.08428 20.6487
69 2.055 1.10319 21.7322
70 2.085 1.11733 22.8618
71 2.115 1.136 24.0436
72 2.145 1.13554 25.2587
73 2.175 1.12812 26.4999
74 2.205 1.11178 27.7571
75 2.235 1.10457 29.0403
76 2.265 1.0924 30.3437
77 2.295 1.06721 31.6509
78 2.325 1.05145 32.9728
79 2.355 1.02466 34.2944
80 2.385 1.02047 35.6444
81 2.415 1.00971 37.014
82 2.445 0.989914 38.3903
83 2.475 0.986193 39.7952
84 2.505 0.970827 41.212
85 2.535 0.969891 42.6616
86 2.565 0.96097 44.132
87 2.595 0.950168 45.62
88 2.625 0.956181 47.1524
89 2.655 0.948992 48.7081
90 2.685 0.95243 50.305
91 2.715 0.953536 51.9397
92 2.745 0.968759 53.6373
93 2.775 0.979317 55.3912
94 2.805 0.971871 57.1696
95 2.835 0.981242 59.0037
96 2.865 0.992744 60.8988
97 2.895 1.00107 62.8501
98 2.925 1.00551 64.8508
99 2.955 1.01096 66.9038
100 2.985 1.01094 68.9987
450000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000329365 6e-05
31 0.915 0.0191036 0.00378
32 0.945 0.152524 0.03546
33 0.975 0.570148 0.16152
34 1.005 1.20222 0.44394
35 1.035 1.79484 0.89112
36 1.065 2.15406 1.45936
37 1.095 2.25252 2.08752
38 1.125 2.18706 2.7313
39 1.155 2.02039 3.35816
40 1.185 1.84248 3.9599
41 1.215 1.66454 4.5314
42 1.245 1.50713 5.07472
43 1.275 1.3579 5.58812
44 1.305 1.25161 6.08386
45 1.335 1.13437 6.55406
46 1.365 1.06775 7.01676
47 1.395 0.98516 7.46264
48 1.425 0.924214 7.89912
49 1.455 0.884384 8.33456
50 1.485 0.855097 8.77312
51 1.515 0.826626 9.21438
52 1.545 0.811805 9.66506
53 1.575 0.796601 10.1246
54 1.605 0.789033 10.5974
55 1.635 0.795247 11.0918
56 1.665 0.792657 11.6028
57 1.695 0.794271 12.1336
58 1.725 0.805206 12.6908
59 1.755 0.82387 13.281
60 1.785 0.844722 13.9069
61 1.815 0.869134 14.5728
62 1.845 0.906783 15.2907
63 1.875 0.934797 16.055
64 1.905 0.954568 16.8607
65 1.935 0.994859 17.727
66 1.965 1.02215 18.6449
67 1.995 1.05199 19.6186
68 2.025 1.08761 20.6559
69 2.055 1.10046 21.7367
70 2.085 1.12331 22.8724
71 2.115 1.12239 24.0401
72 2.145 1.13611 25.2558
73 2.175 1.12663 26.4953
74 2.205 1.11514 27.7562
75 2.235 1.10646 29.0417
76 2.265 1.0896 30.3417
77 2.295 1.06994 31.6523
78 2.325 1.05364 32.9769
79 2.355 1.03775 34.3155
80 2.385 1.02657 35.6735
81 2.415 1.01065 37.0444
82 2.445 0.990331 38.4212
83 2.475 0.97989 39.8172
84 2.505 0.973033 41.2372
85 2.535 0.963294 42.6769
86 2.565 0.959493 44.145
87 2.595 0.955813 45.642
88 2.625 0.953622 47.1702
89 2.655 0.952909 48.7324
90 2.685 0.957881 50.3384
91 2.715 0.957958 51.9806
92 2.745 0.961637 53.6658
93 2.775 0.968753 55.4008
94 2.805 0.976658 57.1879
95 2.835 0.988914 59.0364
96 2.865 0.986091 60.9188
97 2.895 0.99563 62.8594
98 2.925 0.996922 64.8431
99 2.955 1.0121 66.8984
100 2.985 1.01574 69.0033
500000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000658729 0.00012
31 0.915 0.0194117 0.0039
32 0.945 0.157628 0.03664
33 0.975 0.566892 0.16198
34 1.005 1.20205 0.44436
35 1.035 1.81611 0.89684
36 1.065 2.12525 1.45748
37 1.095 2.24083 2.08238
38 1.125 2.19093 2.7273
39 1.155 2.04321 3.36124
40 1.185 1.85595 3.96738
41 1.215 1.65924 4.53706
42 1.245 1.50629 5.08008
43 1.275 1.3515 5.59106
44 1.305 1.25322 6.08744
45 1.335 1.13568 6.55818
46 1.365 1.05506 7.01538
47 1.395 0.975659 7.45696
48 1.425 0.922859 7.8928
49 1.455 0.888771 8.3304
50 1.485 0.854668 8.76874
51 1.515 0.819507 9.2062
52 1.545 0.80867 9.65514
53 1.575 0.790673 10.1113
54 1.605 0.785361 10.5818
55 1.635 0.786111 11.0706
56 1.665 0.791013 11.5806
57 1.695 0.799599 12.1148
58 1.725 0.812864 12.6774
59 1.755 0.82669 13.2696
60 1.785 0.839648 13.8918
61 1.815 0.869969 14.5583
62 1.845 0.907263 15.2765
63 1.875 0.926896 16.0344
64 1.905 0.96388 16.8479
65 1.935 1.00016 17.7189
66 1.965 1.02405 18.6385
67 1.995 1.05957 19.6192
68 2.025 1.08371 20.6528
69 2.055 1.10458 21.7376
70 2.085 1.12651 22.8766
71 2.115 1.11837 24.04
72 2.145 1.13723 25.2569
73 2.175 1.12636 26.4962
74 2.205 1.12192 27.7648
