# Time-averaged data for fix calcRDF
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
50000 100
42 1.0375 1.72235 0.52808
43 1.0625 2.0112 0.81198
44 1.0875 2.24682 1.14424
45 1.1125 2.22917 1.48922
46 1.1375 2.18381 1.84254
47 1.1625 2.04983 2.18892
48 1.1875 1.93041 2.5293
49 1.2125 1.78928 2.85822
50 1.2375 1.68576 3.18102
51 1.2625 1.55413 3.49076
52 1.2875 1.4576 3.79288
53 1.3125 1.37141 4.08828
54 1.3375 1.27296 4.37302
55 1.3625 1.21591 4.65526
56 1.3875 1.14507 4.9309
57 1.4125 1.11845 5.20992
58 1.4375 1.06997 5.48638
59 1.4625 1.03199 5.76238
60 1.4875 0.996724 6.03814
61 1.5125 0.956916 6.31186
62 1.5375 0.956093 6.59446
63 1.5625 0.914999 6.87378
64 1.5875 0.921887 7.16428
65 1.6125 0.902135 7.45758
66 1.6375 0.909279 7.76244
67 1.6625 0.901815 8.0741
68 1.6875 0.890852 8.3913
69 1.7125 0.891812 8.71832
70 1.7375 0.913171 9.06302
71 1.7625 0.901558 9.4132
72 1.7875 0.913361 9.7781
73 1.8125 0.923152 10.1573
74 1.8375 0.940603 10.5544
75 1.8625 0.954669 10.9685
76 1.8875 0.969237 11.4002
77 1.9125 0.978655 11.8478
78 1.9375 0.990803 12.3129
79 1.9625 1.02744 12.8077
80 1.9875 1.03309 13.3179
81 2.0125 1.04795 13.8486
82 2.0375 1.06963 14.4038
83 2.0625 1.08766 14.9824
84 2.0875 1.09553 15.5793
85 2.1125 1.09718 16.1915
86 2.1375 1.12736 16.8355
87 2.1625 1.11838 17.4895
88 2.1875 1.11382 18.1559
89 2.2125 1.1014 18.83
90 2.2375 1.10939 19.5245
91 2.2625 1.09013 20.2222
92 2.2875 1.08634 20.933
93 2.3125 1.07605 21.6525
94 2.3375 1.0749 22.3869
95 2.3625 1.06468 23.1299
96 2.3875 1.04461 23.8744
97 2.4125 1.03558 24.628
98 2.4375 1.02998 25.3932
99 2.4625 1.03054 26.1745
100 2.4875 1.01078 26.9566
200000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000812255 8e-05
37 0.9125 0.0119096 0.00132
38 0.9375 0.0780705 0.0099
39 0.9625 0.305249 0.04526
40 0.9875 0.747117 0.13636
41 1.0125 1.25036 0.29664
42 1.0375 1.70437 0.52604
43 1.0625 2.03444 0.81322
44 1.0875 2.15851 1.13242
45 1.1125 2.23033 1.47758
46 1.1375 2.15415 1.8261
47 1.1625 2.08368 2.1782
48 1.1875 1.94946 2.52194
49 1.2125 1.79222 2.8514
50 1.2375 1.66623 3.17046
51 1.2625 1.55654 3.48068
52 1.2875 1.44979 3.78118
53 1.3125 1.38552 4.07962
54 1.3375 1.27359 4.3645
55 1.3625 1.23185 4.65044
56 1.3875 1.14947 4.92714
57 1.4125 1.0964 5.20066
58 1.4375 1.04869 5.47162
59 1.4625 1.00679 5.74088
60 1.4875 0.993182 6.01566
61 1.5125 0.978591 6.29558
62 1.5375 0.944387 6.57472
63 1.5625 0.934981 6.86014
64 1.5875 0.925822 7.15188
65 1.6125 0.906503 7.4466
66 1.6375 0.904328 7.7498
67 1.6625 0.896549 8.05964
68 1.6875 0.894896 8.37828
69 1.7125 0.884721 8.7027
70 1.7375 0.891977 9.0394
71 1.7625 0.903721 9.39042
72 1.7875 0.913061 9.7552
73 1.8125 0.933279 10.1386
74 1.8375 0.931128 10.5317
75 1.8625 0.955684 10.9462
76 1.8875 0.952401 11.3704
77 1.9125 0.989587 11.823
78 1.9375 0.992081 12.2887
79 1.9625 1.03445 12.7868
80 1.9875 1.03556 13.2983
81 2.0125 1.05743 13.8338
82 2.0375 1.06412 14.3862
83 2.0625 1.0801 14.9607
84 2.0875 1.09271 15.5561
85 2.1125 1.09918 16.1694
86 2.1375 1.11224 16.8048
87 2.1625 1.10247 17.4494
88 2.1875 1.10122 18.1083
89 2.2125 1.10418 18.7842
90 2.2375 1.10441 19.4755
91 2.2625 1.09373 20.1755
92 2.2875 1.08322 20.8843
93 2.3125 1.06674 21.5975
94 2.3375 1.07086 22.3291
95 2.3625 1.06176 23.0701
96 2.3875 1.0507 23.819
97 2.4125 1.04006 24.5759
98 2.4375 1.02909 25.3404
99 2.4625 1.01537 26.1102
100 2.4875 1.01538 26.8958
250000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000812255 8e-05
37 0.9125 0.010565 0.00118
38 0.9375 0.0889894 0.01096
39 0.9625 0.303004 0.04606
40 0.9875 0.723006 0.13422
41 1.0125 1.27064 0.2971
42 1.0375 1.70883 0.5271
43 1.0625 2.05172 0.81672
44 1.0875 2.19002 1.14058
45 1.1125 2.22387 1.48474
46 1.1375 2.20916 1.84216
47 1.1625 2.06853 2.1917
48 1.1875 1.93823 2.53346
49 1.2125 1.80169 2.86466
50 1.2375 1.68367 3.18706
51 1.2625 1.55152 3.49628
52 1.2875 1.4411 3.79498
53 1.3125 1.36184 4.08832
54 1.3375 1.28468 4.37568
55 1.3625 1.21444 4.65758
56 1.3875 1.14133 4.93232
57 1.4125 1.09335 5.20508
58 1.4375 1.0627 5.47966
59 1.4625 1.01187 5.75028
60 1.4875 0.998965 6.02666
61 1.5125 0.973067 6.305
62 1.5375 0.946823 6.58486
63 1.5625 0.942319 6.87252
64 1.5875 0.906654 7.15822
65 1.6125 0.918068 7.4567
66 1.6375 0.900987 7.75878
67 1.6625 0.901989 8.0705
68 1.6875 0.886808 8.38626
69 1.7125 0.895248 8.71454
70 1.7375 0.893938 9.05198
71 1.7625 0.900786 9.40186
72 1.7875 0.925276 9.77152
73 1.8125 0.925587 10.1517
74 1.8375 0.941361 10.5491
75 1.8625 0.962416 10.9666
76 1.8875 0.968564 11.398
77 1.9125 0.980448 11.8464
78 1.9375 0.997152 12.3145
79 1.9625 1.03084 12.8109
80 1.9875 1.03909 13.3241
81 2.0125 1.05778 13.8598
82 2.0375 1.06585 14.4131
83 2.0625 1.08206 14.9886
84 2.0875 1.09898 15.5874
85 2.1125 1.10811 16.2057
86 2.1375 1.10783 16.8386
87 2.1625 1.10829 17.4866
88 2.1875 1.10523 18.1479
89 2.2125 1.10791 18.826
90 2.2375 1.09782 19.5133
91 2.2625 1.08585 20.2083
92 2.2875 1.07613 20.9123
93 2.3125 1.09049 21.6415
94 2.3375 1.06395 22.3684
95 2.3625 1.04809 23.0998
96 2.3875 1.05634 23.8527
97 2.4125 1.03948 24.6092
98 2.4375 1.02895 25.3736
99 2.4625 1.02418 26.1501
100 2.4875 1.01223 26.9332
300000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000812255 8e-05
37 0.9125 0.0119096 0.00132
38 0.9375 0.0808002 0.0102
39 0.9625 0.301278 0.0451
40 0.9875 0.720218 0.13292
41 1.0125 1.23741 0.29154
42 1.0375 1.70987 0.52168
43 1.0625 2.06249 0.81282
44 1.0875 2.18812 1.1364
45 1.1125 2.266 1.48708
46 1.1375 2.19098 1.84156
47 1.1625 2.03764 2.18588
48 1.1875 1.96387 2.53216
49 1.2125 1.80016 2.86308
50 1.2375 1.66884 3.18264
51 1.2625 1.55152 3.49186
52 1.2875 1.46542 3.7956
53 1.3125 1.36899 4.09048
54 1.3375 1.2591 4.37212
55 1.3625 1.2228 4.65596
56 1.3875 1.14873 4.93248
57 1.4125 1.09031 5.20448
58 1.4375 1.06285 5.4791
59 1.4625 1.02414 5.753
60 1.4875 0.996363 6.02866
61 1.5125 0.964397 6.30452
62 1.5375 0.953725 6.58642
63 1.5625 0.930395 6.87044
64 1.5875 0.905321 7.15572
65 1.6125 0.887741 7.44434
66 1.6375 0.908921 7.74908
67 1.6625 0.895507 8.05856
68 1.6875 0.889054 8.37512
69 1.7125 0.901629 8.70574
70 1.7375 0.91121 9.0497
71 1.7625 0.901558 9.39988
72 1.7875 0.907003 9.76224
73 1.8125 0.927972 10.1434
74 1.8375 0.941645 10.541
75 1.8625 0.952641 10.9542
76 1.8875 0.960033 11.3818
77 1.9125 0.985258 11.8324
78 1.9375 0.993786 12.2989
79 1.9625 1.01909 12.7896
80 1.9875 1.03605 13.3014
81 2.0125 1.05075 13.8335
82 2.0375 1.07668 14.3924
83 2.0625 1.08292 14.9684
84 2.0875 1.09858 15.5669
85 2.1125 1.10098 16.1813
86 2.1375 1.10041 16.8099
87 2.1625 1.10842 17.458
88 2.1875 1.09928 18.1158
89 2.2125 1.1166 18.7992
90 2.2375 1.10316 19.4898
91 2.2625 1.09791 20.1925
92 2.2875 1.08527 20.9025
93 2.3125 1.08388 21.6273
94 2.3375 1.06785 22.3568
95 2.3625 1.05334 23.0919
96 2.3875 1.04093 23.8338
97 2.4125 1.03516 24.5871
98 2.4375 1.0349 25.356
99 2.4625 1.01793 26.1278
100 2.4875 1.01796 26.9153
350000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000406127 4e-05
37 0.9125 0.00941241 0.00102
38 0.9375 0.0838939 0.01024
39 0.9625 0.290919 0.04394
40 0.9875 0.737768 0.1339
41 1.0125 1.21962 0.29024
42 1.0375 1.691 0.51784
43 1.0625 2.06334 0.8091
44 1.0875 2.198 1.13414
45 1.1125 2.23731 1.48038
46 1.1375 2.17096 1.83162
47 1.1625 2.07362 2.18202
48 1.1875 1.93596 2.52338
49 1.2125 1.78058 2.8507
50 1.2375 1.67323 3.1711
51 1.2625 1.56316 3.48264
52 1.2875 1.44236 3.7816
53 1.3125 1.35404 4.07326
54 1.3375 1.28495 4.36068
55 1.3625 1.22478 4.64498
56 1.3875 1.15529 4.92308
57 1.4125 1.10113 5.19778
58 1.4375 1.05333 5.46994
59 1.4625 1.00978 5.74
60 1.4875 0.999543 6.01654
61 1.5125 0.967544 6.2933
62 1.5375 0.932681 6.56898
63 1.5625 0.92594 6.85164
64 1.5875 0.916048 7.1403
65 1.6125 0.907795 7.43544
66 1.6375 0.891741 7.73442
67 1.6625 0.893018 8.04304
68 1.6875 0.888717 8.35948
69 1.7125 0.891757 8.68648
70 1.7375 0.900296 9.02632
71 1.7625 0.914019 9.38134
72 1.7875 0.922322 9.74982
73 1.8125 0.912635 10.1247
74 1.8375 0.946572 10.5243
75 1.8625 0.958635 10.9401
76 1.8875 0.967621 11.3712
77 1.9125 0.981497 11.82
78 1.9375 0.995149 12.2871
79 1.9625 1.01697 12.7769
80 1.9875 1.03411 13.2876
81 2.0125 1.04976 13.8193
82 2.0375 1.07221 14.3758
83 2.0625 1.08052 14.9505
84 2.0875 1.10313 15.5516
85 2.1125 1.09539 16.1628
86 2.1375 1.10629 16.7948
87 2.1625 1.10394 17.4403
88 2.1875 1.10135 18.0993
89 2.2125 1.10216 18.7739
90 2.2375 1.09012 19.4563
91 2.2625 1.10013 20.1604
92 2.2875 1.07738 20.8653
93 2.3125 1.07294 21.5827
94 2.3375 1.07236 22.3154
95 2.3625 1.06084 23.0557
96 2.3875 1.04983 23.8039
97 2.4125 1.04921 24.5675
98 2.4375 1.02798 25.3312
99 2.4625 1.02362 26.1073
100 2.4875 1.00912 26.888
400000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.00101532 0.0001
37 0.9125 0.0109491 0.00124
38 0.9375 0.0771606 0.00972
39 0.9625 0.308875 0.0455
40 0.9875 0.713165 0.13246
41 1.0125 1.2669 0.29486
42 1.0375 1.71225 0.52532
43 1.0625 2.07893 0.81878
44 1.0875 2.19948 1.14404
45 1.1125 2.20849 1.48582
46 1.1375 2.14636 1.83308
47 1.1625 2.05906 2.18102
48 1.1875 1.94232 2.5235
49 1.2125 1.80974 2.85618
50 1.2375 1.68754 3.17932
51 1.2625 1.55032 3.4883
52 1.2875 1.46175 3.79128
53 1.3125 1.36862 4.08608
54 1.3375 1.26724 4.36954
55 1.3625 1.20876 4.65012
56 1.3875 1.17099 4.932
57 1.4125 1.08991 5.2039
58 1.4375 1.06866 5.48002
59 1.4625 1.03311 5.75632
60 1.4875 0.998676 6.03262
61 1.5125 0.969152 6.30984
62 1.5375 0.954063 6.59184
63 1.5625 0.917816 6.87202
64 1.5875 0.921633 7.16244
65 1.6125 0.906196 7.45706
66 1.6375 0.906654 7.76104
67 1.6625 0.912926 8.07654
68 1.6875 0.889841 8.39338
69 1.7125 0.892303 8.72058
70 1.7375 0.903846 9.06176
71 1.7625 0.917572 9.41816
72 1.7875 0.92037 9.78586
73 1.8125 0.921351 10.1643
74 1.8375 0.917295 10.5516
75 1.8625 0.956329 10.9664
76 1.8875 0.975657 11.401
77 1.9125 0.986439 11.8521
78 1.9375 1.0041 12.3234
79 1.9625 1.01323 12.8114
80 1.9875 1.04107 13.3256
81 2.0125 1.05344 13.8591
82 2.0375 1.06531 14.412
83 2.0625 1.07514 14.9839
84 2.0875 1.09337 15.5796
85 2.1125 1.11248 16.2004
86 2.1375 1.10762 16.8332
87 2.1625 1.11096 17.4828
88 2.1875 1.11606 18.1505
89 2.2125 1.10317 18.8257
90 2.2375 1.09846 19.5134
91 2.2625 1.09404 20.2136
92 2.2875 1.0867 20.9246
93 2.3125 1.07105 21.6408
94 2.3375 1.06928 22.3713
95 2.3625 1.05606 23.1083
96 2.3875 1.04994 23.8566
97 2.4125 1.04333 24.6159
98 2.4375 1.04029 25.3887
99 2.4625 1.02138 26.1631
100 2.4875 1.01964 26.952
450000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000203064 2e-05
37 0.9125 0.0113333 0.0012
38 0.9375 0.0760687 0.00956
39 0.9625 0.309911 0.04546
40 0.9875 0.726123 0.134
41 1.0125 1.23741 0.29262
42 1.0375 1.72503 0.5248
43 1.0625 2.05172 0.81442
44 1.0875 2.18812 1.138
45 1.1125 2.20177 1.47874
46 1.1375 2.18344 1.832
47 1.1625 2.07575 2.18276
48 1.1875 1.94765 2.52618
49 1.2125 1.80267 2.85756
50 1.2375 1.6632 3.17604
51 1.2625 1.57561 3.49006
52 1.2875 1.46262 3.79322
53 1.3125 1.36398 4.08702
54 1.3375 1.28915 4.37538
55 1.3625 1.21341 4.65704
56 1.3875 1.15172 4.93428
57 1.4125 1.09087 5.20642
58 1.4375 1.0771 5.48472
59 1.4625 1.02922 5.75998
60 1.4875 0.995712 6.03546
61 1.5125 0.968173 6.3124
62 1.5375 0.941816 6.59078
63 1.5625 0.923975 6.87284
64 1.5875 0.911922 7.1602
65 1.6125 0.905273 7.45452
66 1.6375 0.900093 7.7563
67 1.6625 0.903146 8.06842
68 1.6875 0.893773 8.38666
69 1.7125 0.894757 8.71476
70 1.7375 0.904799 9.0563
71 1.7625 0.901403 9.40642
72 1.7875 0.916415 9.77254
73 1.8125 0.928021 10.1537
74 1.8375 0.943398 10.552
75 1.8625 0.957298 10.9672
76 1.8875 0.961874 11.3957
77 1.9125 0.98364 11.8456
78 1.9375 1.00103 12.3154
79 1.9625 1.00974 12.8017
80 1.9875 1.04816 13.3194
81 2.0125 1.06169 13.8571
82 2.0375 1.08042 14.4179
83 2.0625 1.08766 14.9964
84 2.0875 1.09458 15.5928
85 2.1125 1.09728 16.2051
86 2.1375 1.11483 16.842
87 2.1625 1.10579 17.4885
88 2.1875 1.10299 18.1485
89 2.2125 1.10895 18.8272
90 2.2375 1.08952 19.5093
91 2.2625 1.09732 20.2116
92 2.2875 1.09059 20.9251
93 2.3125 1.07461 21.6437
94 2.3375 1.06381 22.3705
95 2.3625 1.05758 23.1085
96 2.3875 1.045 23.8533
97 2.4125 1.04789 24.6159
98 2.4375 1.03749 25.3866
99 2.4625 1.01582 26.1568
100 2.4875 1.02202 26.9476
500000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000812255 8e-05
37 0.9125 0.010565 0.00118
