# Time-averaged data for fix calcRDF
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
50000 100
42 1.0375 1.82664 0.90218
43 1.0625 2.13723 1.3698
44 1.0875 2.23738 1.88264
45 1.1125 2.20282 2.41104
46 1.1375 2.10946 2.94004
47 1.1625 1.9719 3.45652
48 1.1875 1.82858 3.95628
49 1.2125 1.66677 4.4312
50 1.2375 1.53455 4.88666
51 1.2625 1.41863 5.3249
52 1.2875 1.31247 5.74656
53 1.3125 1.20376 6.14846
54 1.3375 1.11892 6.5364
55 1.3625 1.06773 6.92056
56 1.3875 1.00318 7.29486
57 1.4125 0.950912 7.66256
58 1.4375 0.904592 8.02484
59 1.4625 0.882036 8.39048
60 1.4875 0.856322 8.7577
61 1.5125 0.825948 9.1239
62 1.5375 0.807601 9.4939
63 1.5625 0.80293 9.87382
64 1.5875 0.780503 10.255
65 1.6125 0.785739 10.651
66 1.6375 0.786061 11.0595
67 1.6625 0.787688 11.4814
68 1.6875 0.78931 11.9171
69 1.7125 0.799545 12.3715
70 1.7375 0.813722 12.8476
71 1.7625 0.839602 13.3531
72 1.7875 0.859721 13.8855
73 1.8125 0.870628 14.4398
74 1.8375 0.896123 15.0262
75 1.8625 0.924823 15.6479
76 1.8875 0.947701 16.3023
77 1.9125 0.974379 16.993
78 1.9375 1.00171 17.7218
79 1.9625 1.0192 18.4826
80 1.9875 1.05265 19.2884
81 2.0125 1.06886 20.1274
82 2.0375 1.09447 21.008
83 2.0625 1.11021 21.9233
84 2.0875 1.12792 22.8759
85 2.1125 1.12518 23.8491
86 2.1375 1.12928 24.849
87 2.1625 1.13593 25.8785
88 2.1875 1.12961 26.9261
89 2.2125 1.09873 27.9685
90 2.2375 1.10078 29.0366
91 2.2625 1.08642 30.1144
92 2.2875 1.06987 31.1994
93 2.3125 1.05996 32.2979
94 2.3375 1.04527 33.4048
95 2.3625 1.03038 34.5194
96 2.3875 1.01366 35.6392
97 2.4125 0.998754 36.7658
98 2.4375 0.993292 37.9096
99 2.4625 0.985394 39.0676
100 2.4875 0.97039 40.2313
200000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000393026 6e-05
37 0.9125 0.0130125 0.00216
38 0.9375 0.10872 0.02068
39 0.9625 0.380057 0.08892
40 0.9875 0.851851 0.24992
41 1.0125 1.38205 0.52452
42 1.0375 1.81389 0.90294
43 1.0625 2.12114 1.36704
44 1.0875 2.23956 1.88038
45 1.1125 2.21224 2.41104
46 1.1375 2.13442 2.9463
47 1.1625 1.98725 3.4668
48 1.1875 1.82009 3.96424
49 1.2125 1.68474 4.44428
50 1.2375 1.51487 4.8939
51 1.2625 1.41727 5.33172
52 1.2875 1.29859 5.74892
53 1.3125 1.21155 6.15342
54 1.3375 1.13259 6.5461
55 1.3625 1.05734 6.92652
56 1.3875 0.998834 7.2992
57 1.4125 0.943413 7.664
58 1.4375 0.921172 8.03292
59 1.4625 0.886764 8.40052
60 1.4875 0.845082 8.76292
61 1.5125 0.820986 9.12692
62 1.5375 0.803978 9.49526
63 1.5625 0.790884 9.86948
64 1.5875 0.795735 10.2581
65 1.6125 0.792287 10.6574
66 1.6375 0.793796 11.0699
67 1.6625 0.784963 11.4904
68 1.6875 0.797717 11.9307
69 1.7125 0.800073 12.3854
70 1.7375 0.81697 12.8634
71 1.7625 0.830865 13.3636
72 1.7875 0.852261 13.8914
73 1.8125 0.86243 14.4405
74 1.8375 0.894259 15.0257
75 1.8625 0.922443 15.6458
76 1.8875 0.937621 16.2932
77 1.9125 0.9761 16.9852
78 1.9375 0.999758 17.7125
79 1.9625 1.02914 18.4807
80 1.9875 1.05197 19.2861
81 2.0125 1.07477 20.1297
82 2.0375 1.09173 21.0081
83 2.0625 1.10849 21.922
84 2.0875 1.12378 22.871
85 2.1125 1.13558 23.8532
86 2.1375 1.12691 24.8511
87 2.1625 1.12768 25.8731
88 2.1875 1.12153 26.9132
89 2.2125 1.11566 27.9716
90 2.2375 1.10723 29.046
91 2.2625 1.08723 30.1246
92 2.2875 1.07399 31.2137
93 2.3125 1.05684 32.3091
94 2.3375 1.03532 33.4054
95 2.3625 1.03007 34.5196
96 2.3875 1.01279 35.6385
97 2.4125 1.00365 36.7706
98 2.4375 0.988863 37.9093
99 2.4625 0.980578 39.0617
100 2.4875 0.975693 40.2317
250000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000524034 8e-05
37 0.9125 0.014004 0.00234
38 0.9375 0.107193 0.0206
39 0.9625 0.370032 0.08704
40 0.9875 0.854073 0.24846
41 1.0125 1.3738 0.52142
42 1.0375 1.83383 0.904
43 1.0625 2.12077 1.36802
44 1.0875 2.23118 1.87944
45 1.1125 2.20532 2.40844
46 1.1375 2.12166 2.9405
47 1.1625 1.96549 3.4553
48 1.1875 1.83297 3.95626
49 1.2125 1.67576 4.43374
50 1.2375 1.5425 4.89156
51 1.2625 1.42355 5.33132
52 1.2875 1.29803 5.74834
53 1.3125 1.2049 6.15062
54 1.3375 1.12942 6.5422
55 1.3625 1.06234 6.92442
56 1.3875 0.996261 7.29614
57 1.4125 0.943361 7.66092
58 1.4375 0.905391 8.02352
59 1.4625 0.875378 8.3864
60 1.4875 0.852265 8.75188
61 1.5125 0.826444 9.1183
62 1.5375 0.818122 9.49312
63 1.5625 0.799803 9.87156
64 1.5875 0.796267 10.2605
65 1.6125 0.784985 10.6561
66 1.6375 0.792873 11.0681
67 1.6625 0.788771 11.4906
68 1.6875 0.797355 11.9307
69 1.7125 0.799228 12.3849
70 1.7375 0.807159 12.8572
71 1.7625 0.834818 13.3598
72 1.7875 0.860076 13.8924
73 1.8125 0.875686 14.4499
74 1.8375 0.894901 15.0355
75 1.8625 0.921402 15.655
76 1.8875 0.938693 16.3031
77 1.9125 0.974859 16.9942
78 1.9375 0.999346 17.7213
79 1.9625 1.01595 18.4796
80 1.9875 1.04469 19.2794
81 2.0125 1.07067 20.1198
82 2.0375 1.09576 21.0014
83 2.0625 1.11802 21.9232
84 2.0875 1.11764 22.8671
85 2.1125 1.12698 23.8418
86 2.1375 1.14337 24.8542
87 2.1625 1.13035 25.8787
88 2.1875 1.12267 26.9198
89 2.2125 1.10958 27.9725
90 2.2375 1.09717 29.0371
91 2.2625 1.0938 30.1222
92 2.2875 1.07012 31.2075
93 2.3125 1.05711 32.3031
94 2.3375 1.04117 33.4056
95 2.3625 1.03068 34.5205
96 2.3875 1.00758 35.6336
97 2.4125 1.00503 36.7673
98 2.4375 0.999892 37.9186
99 2.4625 0.982382 39.0731
100 2.4875 0.967255 40.2331
300000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000655043 0.0001
37 0.9125 0.0167304 0.0028
38 0.9375 0.100618 0.01994
39 0.9625 0.368361 0.08608
40 0.9875 0.846877 0.24614
41 1.0125 1.37078 0.5185
42 1.0375 1.84122 0.90262
43 1.0625 2.11465 1.3653
44 1.0875 2.23223 1.87696
45 1.1125 2.21466 2.4082
46 1.1375 2.10411 2.93586
47 1.1625 2.0097 3.46224
48 1.1875 1.81519 3.95834
49 1.2125 1.66621 4.4331
50 1.2375 1.5367 4.8892
51 1.2625 1.41643 5.32676
52 1.2875 1.30637 5.74646
53 1.3125 1.21371 6.15168
54 1.3375 1.12146 6.5405
55 1.3625 1.04905 6.91794
56 1.3875 1.00173 7.2917
57 1.4125 0.96255 7.6639
58 1.4375 0.905341 8.02648
59 1.4625 0.87176 8.38786
60 1.4875 0.851612 8.75306
61 1.5125 0.83276 9.12228
62 1.5375 0.81009 9.49342
63 1.5625 0.798492 9.87124
64 1.5875 0.796431 10.2602
65 1.6125 0.781691 10.6542
66 1.6375 0.783983 11.0616
67 1.6625 0.787539 11.4834
68 1.6875 0.791629 11.9203
69 1.7125 0.803908 12.3773
70 1.7375 0.814372 12.8537
71 1.7625 0.83628 13.3572
72 1.7875 0.852196 13.8849
73 1.8125 0.874178 14.4415
74 1.8375 0.892639 15.0256
75 1.8625 0.911317 15.6383
76 1.8875 0.940344 16.2876
77 1.9125 0.973674 16.9778
78 1.9375 1.00468 17.7088
79 1.9625 1.01638 18.4674
80 1.9875 1.055 19.2751
81 2.0125 1.0709 20.1157
82 2.0375 1.0928 20.9949
83 2.0625 1.1066 21.9073
84 2.0875 1.12797 22.8599
85 2.1125 1.13956 23.8455
86 2.1375 1.13486 24.8504
87 2.1625 1.11773 25.8634
88 2.1875 1.12209 26.904
89 2.2125 1.11774 27.9644
90 2.2375 1.0994 29.0312
91 2.2625 1.09217 30.1147
92 2.2875 1.07955 31.2095
93 2.3125 1.06328 32.3115
94 2.3375 1.04032 33.4131
95 2.3625 1.03116 34.5285
96 2.3875 1.01656 35.6516
97 2.4125 1.00849 36.7891
98 2.4375 0.994925 37.9348
99 2.4625 0.978536 39.0848
100 2.4875 0.971958 40.2503
350000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000393026 6e-05
37 0.9125 0.0135082 0.00224
38 0.9375 0.103201 0.01982
39 0.9625 0.368806 0.08604
40 0.9875 0.833544 0.24358
41 1.0125 1.3899 0.51974
42 1.0375 1.83566 0.9027
43 1.0625 2.13275 1.36934
44 1.0875 2.22342 1.87898
45 1.1125 2.22834 2.4135
46 1.1375 2.12644 2.94676
47 1.1625 1.98588 3.4669
48 1.1875 1.81555 3.9631
49 1.2125 1.66593 4.43778
50 1.2375 1.52329 4.8899
51 1.2625 1.40089 5.32266
52 1.2875 1.30226 5.74104
53 1.3125 1.1943 6.13978
54 1.3375 1.1293 6.53132
55 1.3625 1.06323 6.91386
56 1.3875 0.999049 7.28662
57 1.4125 0.948585 7.65342
58 1.4375 0.912133 8.01872
59 1.4625 0.875378 8.3816
60 1.4875 0.851938 8.74694
61 1.5125 0.828429 9.11424
62 1.5375 0.809347 9.48504
63 1.5625 0.80851 9.8676
64 1.5875 0.782918 10.25
65 1.6125 0.792129 10.6492
66 1.6375 0.77794 11.0535
67 1.6625 0.793289 11.4784
68 1.6875 0.802283 11.9212
69 1.7125 0.802078 12.3771
70 1.7375 0.822063 12.858
71 1.7625 0.84329 13.3657
72 1.7875 0.847804 13.8907
73 1.8125 0.87333 14.4468
74 1.8375 0.887199 15.0273
75 1.8625 0.919945 15.6458
76 1.8875 0.941039 16.2956
77 1.9125 0.96078 16.9767
78 1.9375 0.999154 17.7036
79 1.9625 1.02485 18.4686
80 1.9875 1.05511 19.2763
81 2.0125 1.07143 20.1173
82 2.0375 1.08865 20.9932
83 2.0625 1.11501 21.9125
84 2.0875 1.11501 22.8542
85 2.1125 1.12055 23.8233
86 2.1375 1.13556 24.8289
87 2.1625 1.13423 25.8568
88 2.1875 1.13158 26.9063
89 2.2125 1.11426 27.9634
90 2.2375 1.10342 29.034
91 2.2625 1.0863 30.1117
92 2.2875 1.0617 31.1884
93 2.3125 1.05574 32.2826
94 2.3375 1.04856 33.3929
95 2.3625 1.02879 34.5058
96 2.3875 1.00551 35.6166
97 2.4125 1.00436 36.7495
98 2.4375 0.987091 37.8861
99 2.4625 0.98279 39.0411
100 2.4875 0.971491 40.2062
400000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000655043 0.0001
37 0.9125 0.0148715 0.0025
38 0.9375 0.100736 0.01966
39 0.9625 0.371145 0.0863
40 0.9875 0.842221 0.24548
41 1.0125 1.36806 0.5173
42 1.0375 1.85339 0.90396
43 1.0625 2.14481 1.37324
44 1.0875 2.23206 1.88486
45 1.1125 2.20107 2.41284
46 1.1375 2.11536 2.94332
47 1.1625 1.98893 3.46426
48 1.1875 1.82726 3.96366
49 1.2125 1.6766 4.44138
50 1.2375 1.53226 4.89616
51 1.2625 1.42595 5.33666
52 1.2875 1.30226 5.75504
53 1.3125 1.20215 6.1564
54 1.3375 1.10935 6.54102
55 1.3625 1.05628 6.92106
56 1.3875 0.995565 7.29252
57 1.4125 0.956447 7.66236
58 1.4375 0.89855 8.02222
59 1.4625 0.882181 8.38792
60 1.4875 0.856602 8.75526
61 1.5125 0.820535 9.11906
62 1.5375 0.812229 9.49118
63 1.5625 0.803353 9.8713
64 1.5875 0.7778 10.2512
65 1.6125 0.797764 10.6532
66 1.6375 0.791641 11.0646
67 1.6625 0.791496 11.4886
68 1.6875 0.801123 11.9307
69 1.7125 0.80989 12.3911
70 1.7375 0.814508 12.8676
71 1.7625 0.829237 13.3669
72 1.7875 0.862886 13.9012
73 1.8125 0.870848 14.4557
74 1.8375 0.89487 15.0412
75 1.8625 0.920778 15.6603
76 1.8875 0.942111 16.3108
77 1.9125 0.961994 16.9927
78 1.9375 0.996652 17.7178
79 1.9625 1.0282 18.4853
80 1.9875 1.04706 19.2869
81 2.0125 1.06307 20.1214
82 2.0375 1.0977 21.0045
83 2.0625 1.09878 21.9104
84 2.0875 1.12344 22.8592
85 2.1125 1.12377 23.8312
86 2.1375 1.133 24.8344
87 2.1625 1.13578 25.8638
88 2.1875 1.11872 26.9013
89 2.2125 1.12103 27.9648
90 2.2375 1.10583 29.0378
91 2.2625 1.09114 30.1203
92 2.2875 1.07429 31.2098
93 2.3125 1.0635 32.312
94 2.3375 1.04144 33.4148
95 2.3625 1.02607 34.5247
96 2.3875 1.01589 35.647
97 2.4125 1.00771 36.7837
98 2.4375 0.992024 37.926
99 2.4625 0.983641 39.082
100 2.4875 0.966237 40.2407
450000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000786051 0.00012
37 0.9125 0.0141279 0.0024
38 0.9375 0.10778 0.02076
39 0.9625 0.36992 0.08718
40 0.9875 0.824232 0.24296
41 1.0125 1.37883 0.51692
42 1.0375 1.84246 0.9013
43 1.0625 2.12205 1.3656
44 1.0875 2.24575 1.88036
45 1.1125 2.21041 2.41058
46 1.1375 2.12317 2.94302
47 1.1625 1.97351 3.45992
48 1.1875 1.80494 3.95322
49 1.2125 1.69562 4.43636
50 1.2375 1.53441 4.89178
51 1.2625 1.41319 5.32834
52 1.2875 1.31882 5.75204
53 1.3125 1.19975 6.1526
54 1.3375 1.13415 6.54582
55 1.3625 1.06101 6.92756
56 1.3875 0.998459 7.3001
57 1.4125 0.942792 7.66466
58 1.4375 0.907838 8.02824
59 1.4625 0.881409 8.39362
60 1.4875 0.848021 8.75728
61 1.5125 0.825362 9.12322
62 1.5375 0.81284 9.49562
63 1.5625 0.794012 9.87132
64 1.5875 0.786768 10.2556
65 1.6125 0.77927 10.6483
66 1.6375 0.780788 11.0541
67 1.6625 0.793886 11.4793
68 1.6875 0.806233 11.9243
69 1.7125 0.810277 12.3848
70 1.7375 0.813756 12.8609
71 1.7625 0.835051 13.3637
72 1.7875 0.844445 13.8866
73 1.8125 0.876031 14.4444
74 1.8375 0.890499 15.0271
75 1.8625 0.921819 15.6468
76 1.8875 0.940721 16.2964
77 1.9125 0.966 16.9811
78 1.9375 1.00743 17.7141
79 1.9625 1.02102 18.4762
80 1.9875 1.04954 19.2797
81 2.0125 1.0725 20.1216
82 2.0375 1.09337 21.0013
83 2.0625 1.10247 21.9102
84 2.0875 1.12008 22.8561
85 2.1125 1.13091 23.8343
86 2.1375 1.134 24.8384
87 2.1625 1.12986 25.8624
88 2.1875 1.12976 26.9102
89 2.2125 1.12074 27.9734
90 2.2375 1.10298 29.0436
91 2.2625 1.08415 30.1192
92 2.2875 1.08139 31.2158
93 2.3125 1.06319 32.3177
94 2.3375 1.05347 33.4333
95 2.3625 1.02271 34.5396
96 2.3875 1.00908 35.6543
97 2.4125 0.995988 36.7778
98 2.4375 0.995984 37.9247
99 2.4625 0.978944 39.0751
100 2.4875 0.978412 40.2485
500000 100
1 0.0125 0 0
2 0.0375 0 0
3 0.0625 0 0
4 0.0875 0 0
5 0.1125 0 0
6 0.1375 0 0
7 0.1625 0 0
8 0.1875 0 0
9 0.2125 0 0
10 0.2375 0 0
11 0.2625 0 0
12 0.2875 0 0
13 0.3125 0 0
14 0.3375 0 0
15 0.3625 0 0
16 0.3875 0 0
17 0.4125 0 0
18 0.4375 0 0
19 0.4625 0 0
20 0.4875 0 0
21 0.5125 0 0
22 0.5375 0 0
23 0.5625 0 0
24 0.5875 0 0
25 0.6125 0 0
26 0.6375 0 0
27 0.6625 0 0
28 0.6875 0 0
29 0.7125 0 0
30 0.7375 0 0
31 0.7625 0 0
32 0.7875 0 0
33 0.8125 0 0
34 0.8375 0 0
35 0.8625 0 0
36 0.8875 0.000655043 0.0001
37 0.9125 0.0147475 0.00248
