# Time-averaged data for fix calcRDF
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
50000 100
33 0.975 0.515265 0.09338
34 1.005 1.15336 0.26818
35 1.035 1.83787 0.5636
36 1.065 2.30527 0.95594
37 1.095 2.47194 1.40068
38 1.125 2.4297 1.8621
39 1.155 2.28764 2.32002
40 1.185 2.11073 2.76476
41 1.215 1.93294 3.19292
42 1.245 1.75475 3.60104
43 1.275 1.60624 3.99284
44 1.305 1.44895 4.3631
45 1.335 1.34679 4.72326
46 1.365 1.25405 5.07386
47 1.395 1.17282 5.41632
48 1.425 1.11726 5.75674
49 1.455 1.07469 6.09812
50 1.485 1.01509 6.434
51 1.515 0.986551 6.77376
52 1.545 0.965754 7.11966
53 1.575 0.931733 7.46646
54 1.605 0.928326 7.82528
55 1.635 0.930722 8.1986
56 1.665 0.91441 8.57896
57 1.695 0.918053 8.97472
58 1.725 0.923579 9.38708
59 1.755 0.934339 9.81888
60 1.785 0.956452 10.2761
61 1.815 0.968674 10.7549
62 1.845 0.988138 11.2596
63 1.875 0.997302 11.7857
64 1.905 1.02829 12.3456
65 1.935 1.05934 12.9408
66 1.965 1.07933 13.5661
67 1.995 1.10921 14.2285
68 2.025 1.12414 14.9202
69 2.055 1.14197 15.6438
70 2.085 1.15435 16.3967
71 2.115 1.17688 17.1866
72 2.145 1.18538 18.005
73 2.175 1.17275 18.8374
74 2.205 1.15915 19.683
75 2.235 1.14878 20.544
76 2.265 1.14934 21.4287
77 2.295 1.14419 22.333
78 2.325 1.11976 23.2412
79 2.355 1.10552 24.1612
80 2.385 1.09307 25.0941
81 2.415 1.07845 26.0378
82 2.445 1.06231 26.9907
83 2.475 1.05669 27.9619
84 2.505 1.04878 28.9494
85 2.535 1.03639 29.9487
86 2.565 1.02397 30.9595
87 2.595 1.02823 31.9984
88 2.625 1.01625 33.0491
89 2.655 1.00694 34.1141
90 2.685 1.00762 35.2041
91 2.715 1.01005 36.3212
92 2.745 1.015 37.4687
93 2.775 1.01455 38.641
94 2.805 1.02166 39.8471
95 2.835 1.01463 41.0707
96 2.865 1.02115 42.3283
97 2.895 1.02395 43.6159
98 2.925 1.01309 44.9165
99 2.955 1.02889 46.2645
100 2.985 1.03502 47.6482
150000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000170172 2e-05
31 0.915 0.0135318 0.00172
32 0.945 0.121639 0.01802
33 0.975 0.496196 0.0888
34 1.005 1.16273 0.26502
35 1.035 1.83638 0.5602
36 1.065 2.27612 0.94758
37 1.095 2.42992 1.38476
38 1.125 2.41211 1.84284
39 1.155 2.26756 2.29674
40 1.185 2.10485 2.74024
41 1.215 1.92906 3.16754
42 1.245 1.76025 3.57694
43 1.275 1.59378 3.9657
44 1.305 1.45944 4.33864
45 1.335 1.33326 4.69518
46 1.365 1.2597 5.04736
47 1.395 1.18172 5.39242
48 1.425 1.10637 5.72952
49 1.455 1.05114 6.06342
50 1.485 1.0094 6.39742
51 1.515 0.984228 6.73638
52 1.545 0.954363 7.0782
53 1.575 0.944092 7.4296
54 1.605 0.923721 7.78664
55 1.635 0.919653 8.15552
56 1.665 0.923402 8.53962
57 1.695 0.917079 8.93496
58 1.725 0.925191 9.34804
59 1.755 0.936979 9.78106
60 1.785 0.94227 10.2315
61 1.815 0.95868 10.7054
62 1.845 0.974355 11.2031
63 1.875 0.993207 11.727
64 1.905 1.01914 12.2819
65 1.935 1.04724 12.8703
66 1.965 1.06608 13.4879
67 1.995 1.08761 14.1374
68 2.025 1.11784 14.8252
69 2.055 1.14866 15.553
70 2.085 1.15187 16.3044
71 2.115 1.16439 17.0859
72 2.145 1.16884 17.8928
73 2.175 1.173 18.7254
74 2.205 1.15893 19.5709
75 2.235 1.13984 20.4252
76 2.265 1.14763 21.3086
77 2.295 1.12875 22.2006
78 2.325 1.10798 23.0993
79 2.355 1.09699 24.0121
80 2.385 1.07997 24.9339
81 2.415 1.0614 25.8627
82 2.445 1.05507 26.8091
83 2.475 1.04529 27.7698
84 2.505 1.04109 28.75
85 2.535 1.03352 29.7466
86 2.565 1.02509 30.7585
87 2.595 1.0131 31.7821
88 2.625 1.01246 32.8289
89 2.655 1.01068 33.8979
90 2.685 1.00723 34.9874
91 2.715 1.01077 36.1053
92 2.745 1.00992 37.2471
93 2.775 1.00027 38.4029
94 2.805 1.00557 39.59
95 2.835 1.01515 40.8142
96 2.865 1.01686 42.0665
97 2.895 1.01191 43.339
98 2.925 1.02382 44.6533
99 2.955 1.02566 45.9971
100 2.985 1.03248 47.3775
200000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000170172 2e-05
31 0.915 0.0106662 0.00136
32 0.945 0.125072 0.01812
33 0.975 0.504329 0.09006
34 1.005 1.17869 0.2687
35 1.035 1.84683 0.56556
36 1.065 2.27824 0.9533
37 1.095 2.45871 1.39566
38 1.125 2.40727 1.85282
39 1.155 2.30792 2.3148
40 1.185 2.07817 2.75268
41 1.215 1.94802 3.18418
42 1.245 1.74847 3.59084
43 1.275 1.59812 3.98066
44 1.305 1.45005 4.3512
45 1.335 1.3352 4.70826
46 1.365 1.24826 5.05724
47 1.395 1.18145 5.40222
48 1.425 1.09363 5.73544
49 1.455 1.06122 6.07254
50 1.485 1.01351 6.4079
51 1.515 0.979233 6.74514
52 1.545 0.967541 7.09168
53 1.575 0.93399 7.43932
54 1.605 0.919995 7.79492
55 1.635 0.910927 8.1603
56 1.665 0.896428 8.53318
57 1.695 0.924409 8.93168
58 1.725 0.934778 9.34904
59 1.755 0.932045 9.77978
60 1.785 0.954067 10.2359
61 1.815 0.961957 10.7114
62 1.845 0.984261 11.2141
63 1.875 1.00288 11.7431
64 1.905 1.02156 12.2994
65 1.935 1.04407 12.8859
66 1.965 1.06922 13.5054
67 1.995 1.10777 14.1669
68 2.025 1.1207 14.8565
69 2.055 1.13875 15.578
70 2.085 1.15092 16.3288
71 2.115 1.16975 17.1139
72 2.145 1.1722 17.9231
73 2.175 1.16748 18.7518
74 2.205 1.16246 19.5998
75 2.235 1.15585 20.4662
76 2.265 1.13939 21.3432
77 2.295 1.126 22.2331
78 2.325 1.11481 23.1373
79 2.355 1.09233 24.0463
80 2.385 1.08241 24.9701
81 2.415 1.07173 25.9079
82 2.445 1.05948 26.8583
83 2.475 1.0519 27.8251
84 2.505 1.03776 28.8022
85 2.535 1.03186 29.7971
86 2.565 1.01806 30.8021
87 2.595 1.01544 31.8281
88 2.625 1.01101 32.8734
89 2.655 1.00964 33.9412
90 2.685 1.00997 35.0337
91 2.715 1.02126 36.1632
92 2.745 1.00578 37.3004
93 2.775 1.01069 38.4681
94 2.805 1.01378 39.665
95 2.835 1.02034 40.8954
96 2.865 1.01306 42.1431
97 2.895 1.01311 43.4171
98 2.925 1.02922 44.7383
99 2.955 1.02615 46.0828
100 2.985 1.02732 47.4562
250000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000340344 4e-05
31 0.915 0.0117806 0.00152
32 0.945 0.127908 0.01866
33 0.975 0.500262 0.09002
34 1.005 1.17856 0.26864
35 1.035 1.81349 0.56014
36 1.065 2.28118 0.94838
37 1.095 2.46038 1.39104
38 1.125 2.4179 1.85022
39 1.155 2.28684 2.30798
40 1.185 2.11823 2.7543
41 1.215 1.92472 3.18064
42 1.245 1.73256 3.5836
43 1.275 1.57943 3.96886
44 1.305 1.4459 4.33834
45 1.335 1.33588 4.69558
46 1.365 1.25005 5.04506
47 1.395 1.17453 5.38802
48 1.425 1.10604 5.72502
49 1.455 1.06663 6.06384
50 1.485 1.02325 6.40242
51 1.515 0.986086 6.74202
52 1.545 0.969272 7.08918
53 1.575 0.945166 7.44098
54 1.605 0.920151 7.79664
55 1.635 0.920301 8.16578
56 1.665 0.904794 8.54214
57 1.695 0.903624 8.93168
58 1.725 0.925415 9.34486
59 1.755 0.926203 9.7729
60 1.785 0.943442 10.2239
61 1.815 0.947917 10.6925
62 1.845 0.986689 11.1964
63 1.875 0.994875 11.7212
64 1.905 1.01499 12.2739
65 1.935 1.03481 12.8553
66 1.965 1.07667 13.4791
67 1.995 1.10546 14.1392
68 2.025 1.13068 14.8349
69 2.055 1.1485 15.5626
70 2.085 1.15852 16.3183
71 2.115 1.15953 17.0966
72 2.145 1.17096 17.905
73 2.175 1.16356 18.7309
74 2.205 1.16071 19.5776
75 2.235 1.1514 20.4406
76 2.265 1.13752 21.3162
77 2.295 1.12349 22.2041
78 2.325 1.11387 23.1075
79 2.355 1.09565 24.0193
80 2.385 1.08492 24.9452
81 2.415 1.06343 25.8758
82 2.445 1.06086 26.8274
83 2.475 1.0496 27.7921
84 2.505 1.0395 28.7708
85 2.535 1.03309 29.7669
86 2.565 1.02691 30.7807
87 2.595 1.01847 31.8097
88 2.625 1.00691 32.8508
89 2.655 1.00955 33.9185
90 2.685 1.00978 35.0108
91 2.715 1.00556 36.123
92 2.745 0.999962 37.2535
93 2.775 1.00421 38.4138
94 2.805 1.00623 39.6017
95 2.835 1.01229 40.8225
96 2.865 1.01139 42.0681
97 2.895 1.01936 43.35
98 2.925 1.02026 44.6597
99 2.955 1.02815 46.0067
100 2.985 1.02573 47.3781
300000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0.000182322 2e-05
30 0.885 0.000340344 6e-05
31 0.915 0.012895 0.00168
32 0.945 0.122535 0.0181
33 0.975 0.511619 0.09108
34 1.005 1.15045 0.26544
35 1.035 1.83202 0.55992
36 1.065 2.278 0.94762
37 1.095 2.45715 1.3897
38 1.125 2.40284 1.84602
39 1.155 2.28235 2.30288
40 1.185 2.09099 2.74346
41 1.215 1.92256 3.16932
42 1.245 1.75724 3.57802
43 1.275 1.59115 3.96614
44 1.305 1.45005 4.33668
45 1.335 1.34253 4.6957
46 1.365 1.26643 5.04976
47 1.395 1.17029 5.39148
48 1.425 1.10991 5.72966
49 1.455 1.06222 6.06708
50 1.485 1.0108 6.40154
51 1.515 0.977259 6.7381
52 1.545 0.959667 7.08182
53 1.575 0.925124 7.42616
54 1.605 0.926256 7.78418
55 1.635 0.925038 8.15522
56 1.665 0.906381 8.53224
57 1.695 0.921857 8.92964
58 1.725 0.931508 9.34554
59 1.755 0.927891 9.77436
60 1.785 0.942103 10.2248
61 1.815 0.95431 10.6965
62 1.845 0.97365 11.1938
63 1.875 1.00591 11.7244
64 1.905 1.01877 12.2791
65 1.935 1.04862 12.8682
66 1.965 1.07447 13.4907
67 1.995 1.08546 14.139
68 2.025 1.11026 14.8221
69 2.055 1.13187 15.5393
70 2.085 1.14258 16.2846
71 2.115 1.16022 17.0633
72 2.145 1.1667 17.8687
73 2.175 1.17996 18.7063
74 2.205 1.15972 19.5523
75 2.235 1.15295 20.4164
76 2.265 1.13349 21.289
77 2.295 1.12643 22.1792
78 2.325 1.11101 23.0803
79 2.355 1.10036 23.9959
80 2.385 1.07882 24.9167
81 2.415 1.06816 25.8514
82 2.445 1.0558 26.7985
83 2.475 1.05291 27.7662
84 2.505 1.03784 28.7434
85 2.535 1.02699 29.7336
86 2.565 1.02434 30.7448
87 2.595 1.02069 31.7761
88 2.625 1.01062 32.821
89 2.655 1.0072 33.8863
90 2.685 1.00987 34.9786
91 2.715 1.00574 36.091
92 2.745 1.01089 37.2339
93 2.775 1.00196 38.3916
94 2.805 1.01026 39.5843
95 2.835 1.01188 40.8045
96 2.865 1.01009 42.0485
97 2.895 1.00973 43.3183
98 2.925 1.01787 44.625
99 2.955 1.02628 45.9696
100 2.985 1.02428 47.339
350000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000850861 0.0001
31 0.915 0.0133726 0.00178
32 0.945 0.130893 0.01932
33 0.975 0.504469 0.09128
34 1.005 1.17223 0.26894
35 1.035 1.8263 0.5625
36 1.065 2.27859 0.9503
37 1.095 2.46282 1.3934
38 1.125 2.40526 1.85018
39 1.155 2.26996 2.30456
40 1.185 2.11234 2.74964
41 1.215 1.92409 3.17584
42 1.245 1.75174 3.58326
43 1.275 1.57131 3.96654
44 1.305 1.46249 4.34026
45 1.335 1.34657 4.70036
46 1.365 1.24568 5.04862
47 1.395 1.15885 5.387
48 1.425 1.11339 5.72624
49 1.455 1.06928 6.0659
50 1.485 1.02578 6.40532
51 1.515 0.982834 6.7438
52 1.545 0.965475 7.0896
53 1.575 0.929691 7.43564
54 1.605 0.927964 7.79432
55 1.635 0.916312 8.16186
56 1.665 0.919026 8.54414
57 1.695 0.916661 8.9393
58 1.725 0.927342 9.35334
59 1.755 0.934901 9.7854
60 1.785 0.94683 10.2381
61 1.815 0.96572 10.7154
62 1.845 0.974707 11.2132
63 1.875 1.00572 11.7438
64 1.905 1.0281 12.3036
65 1.935 1.0551 12.8963
66 1.965 1.07105 13.5169
67 1.995 1.10988 14.1797
68 2.025 1.12775 14.8735
69 2.055 1.13468 15.5925
70 2.085 1.1489 16.3419
71 2.115 1.16892 17.1265
72 2.145 1.17072 17.9347
73 2.175 1.16297 18.7602
74 2.205 1.15144 19.6002
75 2.235 1.15054 20.4625
76 2.265 1.13284 21.3345
77 2.295 1.13521 22.2317
78 2.325 1.11301 23.1344
79 2.355 1.10254 24.0519
80 2.385 1.08182 24.9752
81 2.415 1.07301 25.9142
82 2.445 1.06358 26.8682
83 2.475 1.04749 27.831
84 2.505 1.04371 28.8136
85 2.535 1.03367 29.8103
86 2.565 1.02831 30.8254
87 2.595 1.02385 31.8599
88 2.625 1.01171 32.9059
89 2.655 1.00977 33.9739
90 2.685 1.01113 35.0677
91 2.715 1.0114 36.1863
92 2.745 1.0098 37.328
93 2.775 1.01213 38.4974
94 2.805 1.01048 39.6903
95 2.835 1.01347 40.9125
96 2.865 1.01933 42.1679
97 2.895 1.02072 43.4515
98 2.925 1.02731 44.7703
99 2.955 1.01996 46.1066
100 2.985 1.02799 47.4809
400000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000510516 6e-05
31 0.915 0.0151237 0.00196
32 0.945 0.12552 0.01878
33 0.975 0.515685 0.09234
34 1.005 1.1713 0.26986
35 1.035 1.85915 0.5687
36 1.065 2.27847 0.95648
37 1.095 2.46049 1.39916
38 1.125 2.43886 1.86232
39 1.155 2.28774 2.32026
40 1.185 2.11272 2.76542
41 1.215 1.92987 3.1929
42 1.245 1.75251 3.6005
43 1.275 1.60476 3.99194
44 1.305 1.48613 4.3717
45 1.335 1.34066 4.73022
46 1.365 1.25305 5.08054
47 1.395 1.16782 5.42154
48 1.425 1.12645 5.76476
49 1.455 1.06317 6.10248
50 1.485 1.01611 6.4387
51 1.515 0.988002 6.77896
52 1.545 0.958327 7.1222
53 1.575 0.939685 7.47196
54 1.605 0.932414 7.83236
55 1.635 0.934512 8.2072
56 1.665 0.929845 8.59398
57 1.695 0.931832 8.99568
58 1.725 0.926535 9.40936
59 1.755 0.941999 9.8447
60 1.785 0.94294 10.2955
61 1.815 0.95961 10.7698
62 1.845 0.985514 11.2732
63 1.875 1.01482 11.8085
64 1.905 1.02222 12.3651
65 1.935 1.05503 12.9578
66 1.965 1.08299 13.5853
67 1.995 1.10894 14.2475
68 2.025 1.13458 14.9456
69 2.055 1.13774 15.6665
70 2.085 1.16834 16.4286
71 2.115 1.17041 17.2142
72 2.145 1.17145 18.0229
73 2.175 1.17725 18.8585
74 2.205 1.17324 19.7144
75 2.235 1.16605 20.5884
76 2.265 1.15202 21.4751
77 2.295 1.13693 22.3736
78 2.325 1.11868 23.281
79 2.355 1.10478 24.2003
80 2.385 1.09331 25.1334
81 2.415 1.08183 26.0801
82 2.445 1.05841 27.0295
83 2.475 1.06202 28.0056
84 2.505 1.04088 28.9856
85 2.535 1.03188 29.9806
86 2.565 1.02487 30.9923
87 2.595 1.01902 32.0219
88 2.625 1.02103 33.0776
89 2.655 1.0204 34.1568
90 2.685 1.01681 35.2567
91 2.715 1.01155 36.3755
92 2.745 1.0147 37.5227
93 2.775 1.01152 38.6914
94 2.805 1.01441 39.889
95 2.835 1.00967 41.1066
96 2.865 1.01933 42.362
97 2.895 1.02033 43.6451
98 2.925 1.02203 44.9571
99 2.955 1.02801 46.3039
100 2.985 1.03167 47.6832
450000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000170172 2e-05
31 0.915 0.00987023 0.00126
32 0.945 0.119401 0.01726
33 0.975 0.508955 0.08986
34 1.005 1.15784 0.26534
35 1.035 1.84895 0.56254
36 1.065 2.28729 0.95182
37 1.095 2.46071 1.39454
38 1.125 2.45276 1.86034
39 1.155 2.24458 2.30964
40 1.185 2.12953 2.75834
41 1.215 1.92761 3.18532
42 1.245 1.75088 3.59254
43 1.275 1.57615 3.977
44 1.305 1.45584 4.34902
45 1.335 1.34178 4.70784
46 1.365 1.24203 5.05508
47 1.395 1.18967 5.40246
48 1.425 1.1233 5.74472
49 1.455 1.07192 6.08522
50 1.485 1.02572 6.42462
51 1.515 0.990848 6.76586
52 1.545 0.946043 7.1047
53 1.575 0.933614 7.4522
54 1.605 0.9231 7.809
55 1.635 0.926933 8.1808
56 1.665 0.915276 8.56152
57 1.695 0.914527 8.95576
58 1.725 0.932717 9.3722
59 1.755 0.915687 9.79538
60 1.785 0.93771 10.2437
61 1.815 0.955321 10.7159
62 1.845 0.982108 11.2175
63 1.875 1.00777 11.7491
64 1.905 1.02417 12.3068
65 1.935 1.05585 12.9
66 1.965 1.08275 13.5273
67 1.995 1.09909 14.1836
68 2.025 1.12817 14.8778
69 2.055 1.15434 15.6092
70 2.085 1.15773 16.3644
71 2.115 1.1649 17.1462
72 2.145 1.16893 17.9532
73 2.175 1.16914 18.7831
74 2.205 1.16575 19.6335
75 2.235 1.15543 20.4995
76 2.265 1.14521 21.381
77 2.295 1.13422 22.2774
78 2.325 1.11922 23.1852
79 2.355 1.10773 24.107
80 2.385 1.08082 25.0294
81 2.415 1.0771 25.972
82 2.445 1.06155 26.9242
83 2.475 1.04538 27.885
84 2.505 1.03145 28.8561
85 2.535 1.02786 29.8472
86 2.565 1.02094 30.8551
87 2.595 1.01813 31.8838
88 2.625 1.01583 32.934
89 2.655 1.01501 34.0076
90 2.685 1.01 35.1001
91 2.715 1.01453 36.2222
92 2.745 1.01321 37.3677
93 2.775 1.00996 38.5346
94 2.805 1.01697 39.7352
95 2.835 1.02052 40.9659
96 2.865 1.01249 42.2129
97 2.895 1.02071 43.4964
98 2.925 1.02675 44.8145
99 2.955 1.02979 46.1637
100 2.985 1.02753 47.5374
500000 100
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0.000340344 4e-05
31 0.915 0.0141686 0.00182
32 0.945 0.132833 0.01962
33 0.975 0.51905 0.09366
34 1.005 1.17249 0.27136
35 1.035 1.82618 0.5649
36 1.065 2.26825 0.95094
37 1.095 2.45393 1.39244
38 1.125 2.40042 1.8483
39 1.155 2.30942 2.31058
40 1.185 2.14709 2.76298
41 1.215 1.93872 3.19242
42 1.245 1.74305 3.59782
43 1.275 1.60296 3.98882
44 1.305 1.46797 4.36394
45 1.335 1.34537 4.72372
46 1.365 1.26128 5.07634
47 1.395 1.17782 5.42026
48 1.425 1.11904 5.76122
49 1.455 1.0609 6.09822
50 1.485 1.0221 6.43642
51 1.515 0.992997 6.7784
52 1.545 0.954865 7.1204
53 1.575 0.948014 7.47326
54 1.605 0.939865 7.83654
55 1.635 0.924041 8.20718
56 1.665 0.911814 8.58646
57 1.695 0.917821 8.98212
58 1.725 0.938809 9.40128
59 1.755 0.936935 9.83428
60 1.785 0.95231 10.2896
61 1.815 0.967055 10.7676
62 1.845 0.992484 11.2745
63 1.875 1.00306 11.8036
64 1.905 1.0223 12.3603
65 1.935 1.0577 12.9545
66 1.965 1.08665 13.584
67 1.995 1.10964 14.2467
68 2.025 1.12762 14.9405
69 2.055 1.13471 15.6595
70 2.085 1.15497 16.4129
71 2.115 1.17488 17.2014
72 2.145 1.17406 18.0119
73 2.175 1.17275 18.8444
74 2.205 1.17557 19.702
